File,Iteration,Max_columns,Duration_w_all_Columns,Duration_w_max_columns,Num_op_w_all_columns,Num_op_w_max_columns
4,0,11,26.499829000385944,16.858643999512424,0,0
4,1,11,5.333871000402723,18.406359000437078,0,0
4,2,11,0.7680710004933644,0.7389839993265923,0,0
4,3,11,8.148008999341982,0.805587000286323,0,0
4,4,11,8.433752000200911,0.8278980003524339,0,0
4,6,11,2.6556259999779286,0.7966540015331702,0,0
4,7,11,0.8197090010071406,0.7493709999835119,0,0
4,8,11,0.8019759989110753,5.4826159994263435,0,0
4,9,11,1.2724009993689833,1.5957030009303708,0,0
4,10,11,0.8613619993411703,0.8378359998459928,0,0
4,11,11,1.197641000544536,1.0293060004187282,0,0
4,12,11,0.9161130001302809,0.8628790001239395,0,0
4,13,11,1.0663929988368182,6.827831999544287,0,0
4,14,11,0.8380479994229972,41.217296000468195,0,0
4,15,11,43.382071000451106,0.8702220002305694,0,0
4,16,11,0.8701810002094135,1.7181989987875568,0,0
4,17,11,0.8190490007109474,0.9706119999464136,0,0
4,18,11,1.3400110001384746,1.6935519997787196,0,0
4,19,11,1.5553080011159182,1.6471770013595233,0,0
4,20,11,1.0615409992169589,0.8638290000817506,0,0
4,21,11,0.8211940003093332,0.8032760015339591,0,0
4,22,11,0.911950999579858,1.5951749992382247,0,0
4,23,11,1.7312939999101218,1.2808629999199184,0,0
4,24,11,0.8530559989594622,0.8211410004150821,0,0
4,25,11,0.8149629993567942,0.9958089995052433,0,0
4,26,11,0.8517950009263586,0.8308710002893349,0,0
4,27,11,1.0994370004482334,0.8157049996952992,0,0
4,28,11,1.2214220005262177,0.7906440005172044,0,0
4,29,11,0.9842400013440056,1.2504379992606118,0,0
4,30,11,0.8564990002923878,0.8576909986004466,0,0
4,31,11,0.8982079998531844,0.7912339988251915,0,0
4,32,11,0.8668339996802388,0.8668520003993763,0,0
4,33,11,0.9315419993072283,4.731737000838621,0,0
4,34,11,0.9705939992272761,1.0028929991676705,0,0
4,35,11,0.8872279995557619,0.8710009988135425,0,0
4,36,11,0.8334729991474887,0.7635630008735461,0,0
4,37,11,0.8184350008377805,0.7566809999843827,0,0
4,38,11,0.8304959992528893,0.7715219999226974,0,0
4,39,11,0.9163569993688725,1.6092440000647912,0,0
4,40,11,4.782382000485086,0.7580269993923139,0,0
4,41,11,0.8362499993381789,0.831477000247105,0,0
4,42,11,0.9665340003266465,0.8189780000975588,0,0
4,43,11,0.8477060000586789,0.8549630001652986,0,0
4,44,11,0.9410919992660638,1.774427999407635,0,0
4,45,11,0.9110680002777372,0.8485109992761863,0,0
4,46,11,0.8213109995267587,6.741586001226096,0,0
4,47,11,0.8195919999707257,0.7459990010829642,0,0
4,48,11,0.9072630000446225,0.7853309998608893,0,0
4,49,11,0.8346190006705001,0.8835349999571918,0,0
4,50,11,2.1610480016533984,0.8218769999075448,0,0
4,51,11,0.9262370003852993,0.7953590011311462,0,0
4,52,11,75.77720199878968,0.7343830002355389,0,0
4,53,11,23.861494999437127,1.0358660001656972,0,0
4,54,11,0.842991999888909,0.7620200012752321,0,0
4,55,11,0.8457330004603136,0.8562790007999865,0,0
4,56,11,1.3676700000360142,0.8810229992377572,0,0
4,57,11,0.870012998348102,3.9688950000709156,0,0
