File,Iteration,Max_columns,Duration_w_all_Columns,Duration_w_max_columns,Num_op_w_all_columns,Num_op_w_max_columns
5,0,11,1511.3691940005083,1488.409111000692,0,0
5,2,11,91.56296699984523,101.37033800037898,0,0
5,3,11,100.59678199922928,100.54261299956124,0,0
5,4,11,151.36202799931198,150.40980899993883,0,0
5,5,11,218.58612500091112,224.60817400042288,0,0
5,6,11,271.6008030001831,271.5858770006889,0,0
5,7,11,223.69913100010308,224.2613030002758,0,0
5,8,11,156.3844140000583,149.38871199956338,0,0
5,9,11,95.96037199935381,87.4532369998633,0,0
5,10,11,27.58613699916168,27.5082640000619,0,0
5,11,11,26.85639799983619,26.802405000125873,0,0
5,12,11,25.89271099986945,25.728789999448054,0,0
5,13,11,25.143756999568723,25.098235999394092,0,0
5,14,11,25.152250999781245,25.19604499957495,0,0
5,15,11,27.296770999782893,27.255828000306792,0,0
5,16,11,23.57501799997408,23.511954999776208,0,0
5,17,11,23.2316620003985,23.172993001026043,0,0
5,18,11,38.25624999990396,38.464200999442255,0,0
5,19,11,79.56236900008662,79.46534900020197,0,0
5,20,11,25.69725700050185,25.59013900008722,0,0
5,21,11,25.265293999837013,25.14671099925181,0,0
5,22,11,25.152051000077336,25.01057000063156,0,0
5,23,11,25.433136000174272,25.339397000607278,0,0
5,24,11,24.37436800028081,24.380423000366136,0,0
5,25,11,23.614060000909376,23.5256539999682,0,0
5,26,11,24.70994299983431,24.675178000507003,0,0
5,27,11,24.252606001027743,24.192017000132182,0,0
5,28,11,55.721705000905786,55.55342700063193,0,0
5,29,11,69.5357980002882,69.57894700008183,0,0
5,30,11,34.2157720006071,35.28743300012138,0,0
5,31,11,28.095632000258774,28.061878000698925,0,0
5,32,11,33.10217099988222,33.865784000226995,0,0
5,33,11,83.89948300009564,111.09001400018315,0,0
5,34,11,59.161137999581115,62.365637999391765,0,0
5,35,11,54.679390999808675,54.826298999614664,0,0
5,36,11,34.488880999560934,35.873976999027946,0,0
5,37,11,45.28746499909175,45.227757999782625,0,0
5,38,11,29.75421599967376,29.357969999182387,0,0
5,39,11,75.05873899935978,74.67941099912423,0,0
5,40,11,66.46902299871726,65.76328499977535,0,0
5,41,11,69.35384200005501,69.40461399972264,0,0
5,42,11,68.43195100009325,67.1953270002632,0,0
5,43,11,157.87176499998168,156.88864100047795,0,0
5,44,11,112.74699700061319,112.4082640008055,0,0
5,45,11,138.53207100055442,138.4294610006691,0,0
5,46,11,45.12214500027767,45.187904000158596,0,0
5,47,11,96.75210099976539,96.64496599998529,0,0
5,48,11,70.33282900010818,76.62036400051875,0,0
5,49,11,64.59060800079897,63.374292000844434,0,0
5,50,11,120.0998719996278,127.17358500049158,0,0
5,51,11,90.3748219998306,74.90027699986967,0,0
5,52,11,42.19610000018292,42.9860109998117,0,0
5,53,11,72.0699039993633,69.37769899923296,0,0
5,54,11,40.43146900039574,39.88129900062631,0,0
5,55,11,36.1604730005638,36.40245600035996,0,0
5,56,11,90.99476000028517,90.81205100028455,0,0
5,57,11,335.42148700053076,332.7226330002304,0,0
5,58,11,194.99811500099895,195.2601710008821,0,0
5,59,11,105.9298009995473,106.1629690002519,0,0
5,60,11,74.81691799966939,74.52021799963404,0,0
5,61,11,79.76119500017376,81.7289990000063,0,0
5,62,11,79.34057399961603,75.12146400040365,0,0
5,63,11,79.84115599992947,76.56755699917994,0,0
5,64,11,88.13798600021983,87.36021199911193,0,0
5,65,11,111.74940299952141,93.72193400031392,0,0
5,66,11,77.82913300070504,78.84849500078417,0,0
5,67,11,63.14445099997101,64.30482200084953,0,0
5,68,11,103.98929000075441,103.75032000047213,0,0
5,69,11,134.42806400053087,135.40473800003383,0,0
5,70,11,76.32496100086428,73.15314000061335,0,0
5,71,11,119.5380010003646,123.19681200006016,0,0
5,72,11,81.45847600007983,81.6551759999129,0,0
5,73,11,99.30785100095818,94.78994800065266,0,0
5,74,11,81.75595400007296,81.70019099998171,0,0
5,75,11,113.21575900001335,101.48059099992679,0,0
5,76,11,93.05437600050936,93.01233100086392,0,0
5,77,11,103.10815100001491,103.08781599997019,0,0
5,78,11,116.93364900020242,118.82731399964541,0,0
5,79,11,165.8444579998104,167.4082389990872,0,0
5,80,11,164.58671200052777,160.19794799922238,0,0
5,81,11,140.36690300054033,140.21846300056495,0,0
5,82,11,98.94821799935016,98.94377099953999,0,0
5,83,11,92.4171259994182,92.49567299957562,0,0
5,84,11,101.06230200017308,110.84975199992186,0,0
5,85,11,85.84865299962985,85.92075400065369,0,0
5,86,11,112.70369299927552,111.15177699957712,0,0
5,87,11,104.3208399996729,103.56301699994219,0,0
5,88,11,69.67221800096013,67.58156900014001,0,0
5,89,11,95.45495099882828,100.49805799917522,0,0
5,90,11,65.37020100040536,64.59067800005869,0,0
5,91,11,73.58429600026284,73.64251000035438,0,0
5,92,11,81.51246099896525,81.86949099945195,0,0
5,93,11,83.00507599960838,86.15349399860861,0,0
5,94,11,51.789690000077826,59.80513499980589,0,0
5,95,11,77.02118399993196,79.77450100042915,0,0
5,96,11,63.01392399927863,63.49145399963163,0,0
5,97,11,69.05261099927884,68.48569299836527,0,0
5,98,11,101.28979699948104,101.45066499990207,0,0
5,99,11,105.47481600042374,103.92505599975266,0,0
5,100,11,67.40731100035191,67.6110519998474,0,0
5,101,11,64.51119099983771,64.20375499965303,0,0
5,102,11,66.01505700018606,64.45953399997961,0,0
5,103,11,96.42033599993738,96.36905800016393,0,0
5,104,11,92.20424500017543,95.67417800099065,0,0
5,105,11,79.39503499983402,82.56828899993707,0,0
5,106,11,90.41382700070244,90.93971000038437,0,0
5,107,11,96.04441399915231,95.57921399937186,0,0
5,108,11,84.82512299997325,83.52934599952277,0,0
5,109,11,80.52179900005285,78.24388300014107,0,0
5,110,11,134.73852399965836,130.74303199937276,0,0
5,111,11,126.08778699996037,162.74459899977956,0,0
5,112,11,104.74546399927931,103.33774100035953,0,0
5,113,11,99.12965700004861,97.5240270008726,0,0
5,114,11,86.47661299983156,86.42376799980411,0,0
5,115,11,81.65479999934178,87.09528400049749,0,0
5,116,11,61.67168699994363,65.4308340008356,0,0
5,117,11,239.51676500018948,237.6464670005589,0,0
5,118,11,129.27539800057275,127.4446480001643,0,0
5,119,11,109.85364899897831,111.07622799954697,0,0
5,120,11,117.13781900016329,117.75657500038506,0,0
5,121,11,87.38516300036281,87.34031800031516,0,0
5,122,11,82.61126999968837,80.39955700041901,0,0
5,123,11,107.36110600009852,107.09725400101888,0,0
5,124,11,148.23874800003978,146.62783099993248,0,0
5,125,11,150.29746300024271,145.79943100125092,0,0
5,126,11,143.9388869994218,144.92631400025857,0,0
5,127,11,179.41652499939664,183.96786999983306,0,0
5,128,11,135.7796430011149,135.62430900037725,0,0
5,129,11,109.40282999945339,109.3063690004783,0,0
5,130,11,106.07319799964898,114.08205199950316,0,0
5,131,11,98.92542300076457,95.2438570002414,0,0
5,132,11,84.45760399990832,82.64514700022119,0,0
5,133,11,117.6935819994469,123.16646899944317,0,0
5,134,11,72.39486600064993,72.28321399998094,0,0
5,135,11,79.81441799984168,78.77746899976046,0,0
5,136,11,169.88430899982632,174.42837100043107,0,0
5,137,11,145.6969979999485,144.72124799976882,0,0
5,138,11,118.49001400059933,116.55375499958609,0,0
5,139,11,110.42167499999778,111.79939400062722,0,0
5,140,11,92.82582800096861,96.86861900081567,0,0
5,141,11,121.2209890009035,122.22493600074813,0,0
5,142,11,106.06705400005012,102.9436259996146,0,0
5,143,11,157.47239499978605,166.21771800055285,0,0
5,144,11,88.05964500061236,90.98944299967116,0,0
5,145,11,101.96176699992066,104.45309699935024,0,0
5,146,11,101.75236000031873,103.08292500030802,0,0
5,147,11,92.90994799994223,97.21110999907978,0,0
5,148,11,93.41742600008729,110.30965500049206,0,0
5,149,11,157.7441080007702,155.78858500066417,0,0
5,150,11,129.07424900095066,128.90504100050748,0,0
5,151,11,103.31382500135078,101.05308700076421,0,0
5,152,11,94.16439799952059,93.03082800033735,0,0
5,153,11,80.24381999985053,79.8278409993145,0,0
5,154,11,107.93858899978659,106.58685599992168,0,0
5,155,11,79.4866260011986,79.2153620004683,0,0
5,156,11,57.583506999435485,60.659312000098,0,0
5,157,11,76.8584710003779,79.94793699981528,0,0
5,158,11,64.04856700009987,64.05979699957243,0,0
5,159,11,59.43111200031126,59.9002989993096,0,0
5,160,11,74.11282300017774,73.86339999993652,0,0
5,161,11,57.88751999989472,68.1341909994444,0,0
5,162,11,52.10254499979783,53.08386100023199,0,0
5,163,11,121.64211399976921,102.85753600055614,0,0
5,164,11,122.50692999987223,121.992463999959,0,0
5,165,11,131.59903999985545,134.74641399989196,0,0
