File,Iteration,Duration_w_all_Columns,Num_op_w_all_columns,Number of error,Round,Rows-Column
7,8,214.68227799414308,0,0,8,85
6,9,218.83502100263286,0,0,9,85
7,9,217.51113499249186,0,0,9,85
6,10,246.47036901114916,0,0,10,85
7,10,228.90830299093068,0,0,10,85
6,11,222.22004699597164,0,0,11,85
7,11,202.85628599731353,0,0,11,85
6,12,239.9490989946571,0,0,12,85
7,12,219.95379800046067,0,0,12,85
6,13,196.28677799846628,0,0,13,85
7,13,182.2779390040523,0,0,13,85
6,14,240.74271601466535,0,0,14,85
7,14,224.40211200910198,0,0,14,85
6,15,228.09615500455038,0,0,15,85
7,15,215.6211880042065,0,0,15,85
6,16,225.0883039987457,0,0,16,85
7,16,208.19812100535273,0,0,16,85
6,17,194.5821270005581,0,0,17,85
7,17,186.36740800138796,0,0,17,85
6,18,201.43875000485423,0,0,18,85
7,18,188.58489800823008,0,0,18,85
6,19,200.31950000293364,0,0,19,85
7,19,189.48434700405414,0,0,19,85
6,0,242.72099899462773,0,0,0,86
7,0,227.37915599782355,0,0,0,86
6,1,211.86758001158523,0,0,1,86
7,1,201.1517919927428,0,0,1,86
6,2,269.056048008224,0,0,2,86
7,2,250.6756959996892,0,0,2,86
6,3,322.46608899458806,0,0,3,86
7,3,306.3748850036063,0,0,3,86
6,4,234.84764600198105,0,0,4,86
7,4,219.5646550130732,0,0,4,86
6,5,233.9587030205621,0,0,5,86
7,5,229.88365499668362,0,0,5,86
6,6,232.76273200508513,0,0,6,86
7,6,217.75075599816773,0,0,6,86
6,7,214.80454200309396,0,0,7,86
7,7,205.314289990838,0,0,7,86
6,8,213.41871900176557,0,0,8,86
7,8,196.1174889997892,0,0,8,86
6,9,225.26910200622297,0,0,9,86
7,9,213.04287401108013,0,0,9,86
6,10,235.6934369895498,0,0,10,86
7,10,219.65173499984303,0,0,10,86
6,11,227.01032000077248,0,0,11,86
7,11,221.77803099430093,0,0,11,86
6,12,224.95454499630796,0,0,12,86
7,12,215.63605800884034,0,0,12,86
6,13,231.35069798900076,0,0,13,86
7,13,214.70057599481152,0,0,13,86
6,14,237.75813201200435,0,0,14,86
7,14,217.60408998488856,0,0,14,86
6,15,222.79679299708732,0,0,15,86
7,15,206.75327201843174,0,0,15,86
6,16,235.0006399974518,0,0,16,86
7,16,220.46241700900282,0,0,16,86
6,17,318.1245860018862,0,0,17,86
7,17,306.44079099693045,0,0,17,86
6,18,211.78232800639307,0,0,18,86
7,18,199.73475200413304,0,0,18,86
6,19,270.8208299973194,0,0,19,86
7,19,252.89656601398747,0,0,19,86
6,0,224.62486599442855,0,0,0,87
7,0,211.39383999616257,0,0,0,87
6,1,250.0717340076335,0,0,1,87
7,1,237.02802899879316,0,0,1,87
6,2,202.05354200061265,0,0,2,87
7,2,187.1919770042041,0,0,2,87
6,3,188.91578900547756,0,0,3,87
7,3,178.24996800891313,0,0,3,87
6,4,263.5179880066971,0,0,4,87
7,4,243.63760900678244,0,0,4,87
6,5,291.62938098943414,0,0,5,87
7,5,273.20249200738544,0,0,5,87
6,6,241.7772330036314,0,0,6,87
7,6,226.45398598842803,0,0,6,87
6,7,219.76209499871402,0,0,7,87
7,7,206.9830410018767,0,0,7,87
6,8,256.3130180137705,0,0,8,87
7,8,238.75131399654492,0,0,8,87
6,9,194.79026799808707,0,0,9,87
7,9,177.4081489998025,0,0,9,87
6,10,247.43463299000723,0,0,10,87
7,10,230.61985699450815,0,0,10,87
6,11,230.92464700630444,0,0,11,87
7,11,219.22543099481118,0,0,11,87
6,12,243.55880501389038,0,0,12,87
7,12,220.53221999703965,0,0,12,87
6,13,229.2656849931518,0,0,13,87
7,13,212.23895600041942,0,0,13,87
6,14,181.5342640052222,0,0,14,87
7,14,173.04432901073596,0,0,14,87
6,15,223.84517400860204,0,0,15,87
7,15,209.60791899278775,0,0,15,87
6,16,173.43186499192598,0,0,16,87
7,16,163.2238450015393,0,0,16,87
6,17,244.7801419825737,0,0,17,87
7,17,229.37634299842102,0,0,17,87
6,18,242.53036800564587,0,0,18,87
7,18,227.06769300020824,0,0,18,87
6,19,266.3388240052882,0,0,19,87
7,19,249.67324299950633,0,0,19,87
6,0,283.36071401099616,0,0,0,88
7,0,263.5776160000205,0,0,0,88
6,1,224.60369899363286,0,0,1,88
7,1,207.57691799599343,0,0,1,88
6,2,276.55846399693473,0,0,2,88
7,2,254.5563689991468,0,0,2,88
6,3,249.02730800386053,0,0,3,88
7,3,230.4249489875474,0,0,3,88
6,4,205.82614599925364,0,0,4,88
7,4,191.87986100132548,0,0,4,88
6,5,234.26346100950468,0,0,5,88
7,5,220.00880999485162,0,0,5,88
6,6,261.48180298469015,0,0,6,88
7,6,251.208696998674,0,0,6,88
6,7,263.7475960118536,0,0,7,88
7,7,210.7184700162179,0,0,7,88
6,8,266.3544979886865,0,0,8,88
7,8,247.38655998726244,0,0,8,88
6,9,272.3419349918004,0,0,9,88
7,9,251.73357201401814,0,0,9,88
6,10,267.59344600395707,0,0,10,88
7,10,247.18582500327102,0,0,10,88
6,11,266.93576299385313,0,0,11,88
7,11,218.3309570041274,0,0,11,88
6,12,316.9712129970321,0,0,12,88
7,12,286.3062950045787,0,0,12,88
6,13,289.82011600419355,0,0,13,88
7,13,268.75148000590343,0,0,13,88
6,14,230.68559501098207,0,0,14,88
7,14,214.9673060043824,0,0,14,88
6,15,217.95695100945522,0,0,15,88
7,15,198.0167199949392,0,0,15,88
6,16,218.12342100156457,0,0,16,88
7,16,206.89063500094562,0,0,16,88
6,17,187.70594300121957,0,0,17,88
7,17,167.18953400186365,0,0,17,88
6,18,238.38810499546526,0,0,18,88
7,18,226.3234800002465,0,0,18,88
6,19,218.88269899363877,0,0,19,88
7,19,205.023819994949,0,0,19,88
6,0,242.2028009987116,0,0,0,89
7,0,225.44125200101917,0,0,0,89
6,1,350.519578003059,0,0,1,89
7,1,276.9650539817121,0,0,1,89
6,2,290.97593800497634,0,0,2,89
7,2,270.8500870157877,0,0,2,89
6,3,207.63425500035737,0,0,3,89
7,3,194.53362800641116,0,0,3,89
6,4,229.53471000346326,0,0,4,89
7,4,213.49710400727417,0,0,4,89
6,5,253.96292699178957,0,0,5,89
7,5,240.7938369888143,0,0,5,89
6,6,283.56390099452256,0,0,6,89
7,6,277.3838410175813,0,0,6,89
6,7,271.8989949994466,0,0,7,89
7,7,253.14034002121844,0,0,7,89
6,8,290.74955801524993,0,0,8,89
7,8,273.97750300588086,0,0,8,89
6,9,357.57585401552205,0,0,9,89
7,9,344.80698398874665,0,0,9,89
6,10,263.5119110045707,0,0,10,89
7,10,247.33226000034847,0,0,10,89
6,11,212.0965099861678,0,0,11,89
7,11,197.01394299590902,0,0,11,89
6,12,220.66769500816008,0,0,12,89
7,12,206.46165201151234,0,0,12,89
6,13,208.8719290154586,0,0,13,89
7,13,196.30027198354583,0,0,13,89
6,14,201.07757699270223,0,0,14,89
7,14,191.23280498843087,0,0,14,89
6,15,279.64420400394374,0,0,15,89
7,15,263.6302959972454,0,0,15,89
6,16,230.23250400501638,0,0,16,89
7,16,224.48130000339006,0,0,16,89
6,17,233.26674000963976,0,0,17,89
7,17,220.28019799972753,0,0,17,89
6,18,290.5555299985281,0,0,18,89
7,18,274.88262699671395,0,0,18,89
6,19,248.73242599187506,0,0,19,89
7,19,235.43677799625584,0,0,19,89
6,0,372.1096770132135,0,0,0,90
7,0,350.2761390168416,0,0,0,90
6,1,271.3775559991518,0,0,1,90
7,1,253.753550014153,0,0,1,90
6,2,230.70839399133547,0,0,2,90
7,2,214.93774099735674,0,0,2,90
6,3,240.1501139975153,0,0,3,90
7,3,226.25238299542616,0,0,3,90
6,4,279.25186699803817,0,0,4,90
7,4,266.2256690105096,0,0,4,90
6,5,311.1062239877356,0,0,5,90
7,5,287.05520198855083,0,0,5,90
6,6,280.7925259999138,0,0,6,90
7,6,257.1445270109507,0,0,6,90
6,7,229.85315900359637,0,0,7,90
7,7,218.53738501113185,0,0,7,90
6,8,224.59956400643932,0,0,8,90
7,8,210.5690789971959,0,0,8,90
6,9,221.99080400241655,0,0,9,90
7,9,210.2637919992958,0,0,9,90
6,10,232.1478830031083,0,0,10,90
7,10,222.768362005354,0,0,10,90
6,11,238.00027200923068,0,0,11,90
7,11,224.77499901242481,0,0,11,90
6,12,256.3889280031617,0,0,12,90
7,12,242.56918799528648,0,0,12,90
6,13,200.19097000113106,0,0,13,90
7,13,185.70235800552837,0,0,13,90
6,14,212.0702500110383,0,0,14,90
7,14,197.52341300090848,0,0,14,90
6,15,256.04309399204794,0,0,15,90
7,15,238.89549100522345,0,0,15,90
6,16,297.14968500866235,0,0,16,90
7,16,267.7973769878008,0,0,16,90
6,17,261.96623900841587,0,0,17,90
7,17,246.31175801187055,0,0,17,90
6,18,279.2824399930396,0,0,18,90
7,18,247.1220910019838,0,0,18,90
6,19,258.92597200254386,0,0,19,90
7,19,241.25535799976205,0,0,19,90
6,0,261.8420240000887,0,0,0,91
7,0,244.00044999811143,0,0,0,91
6,1,296.4840729905518,0,0,1,91
7,1,291.13185599953795,0,0,1,91
6,2,249.37943198801804,0,0,2,91
7,2,230.87555401070858,0,0,2,91
6,3,213.2167670047238,0,0,3,91
7,3,201.35968099384627,0,0,3,91
6,4,220.78036301081738,0,0,4,91
7,4,206.01531501051795,0,0,4,91
6,5,246.60178401336452,0,0,5,91
7,5,232.91946799599828,0,0,5,91
6,6,244.67753400404035,0,0,6,91
7,6,231.74628499691607,0,0,6,91
6,7,248.6105159928229,0,0,7,91
7,7,232.09197001233406,0,0,7,91
6,8,280.6270010132721,0,0,8,91
7,8,250.61415799700626,0,0,8,91
6,9,288.27315599619396,0,0,9,91
7,9,272.2576920014035,0,0,9,91
6,10,353.76829499318774,0,0,10,91
7,10,318.5445570034062,0,0,10,91
6,11,218.05875800328067,0,0,11,91
7,11,209.7250520137095,0,0,11,91
6,12,260.74227701064956,0,0,12,91
7,12,239.51560398791116,0,0,12,91
6,13,232.46900499952972,0,0,13,91
7,13,216.81442499493642,0,0,13,91
6,14,265.75661400011086,0,0,14,91
7,14,252.65738900407086,0,0,14,91
6,15,250.86377300203822,0,0,15,91
7,15,234.52880100057882,0,0,15,91
6,16,244.47380401443297,0,0,16,91
7,16,234.65316999363495,0,0,16,91
6,17,272.30734299291726,0,0,17,91
7,17,251.82494901309838,0,0,17,91
6,18,314.0266010063897,0,0,18,91
7,18,296.9847509943975,0,0,18,91
6,19,231.3935760057575,0,0,19,91
7,19,222.92986200955056,0,0,19,91
6,0,304.02817300364404,0,0,0,92
7,0,287.660965991563,0,0,0,92
6,1,255.85871400016913,0,0,1,92
7,1,238.66007200058448,0,0,1,92
6,2,260.81306900869095,0,0,2,92
7,2,244.40084400293927,0,0,2,92
6,3,271.9592249991365,0,0,3,92
7,3,259.5384429891965,0,0,3,92
6,4,239.5616380008505,0,0,4,92
7,4,221.39427100137254,0,0,4,92
6,5,269.7930790022838,0,0,5,92
7,5,258.18851498706863,0,0,5,92
6,6,227.17500598992046,0,0,6,92
7,6,212.72822299033578,0,0,6,92
6,7,193.4991020070811,0,0,7,92
7,7,175.0982080020549,0,0,7,92
6,8,236.6700999891691,0,0,8,92
7,8,224.22986000628953,0,0,8,92
6,9,227.65413400065881,0,0,9,92
7,9,208.19835898419115,0,0,9,92
6,10,204.25832199680372,0,0,10,92
7,10,226.90427799579993,0,0,10,92
6,11,257.62837899947044,0,0,11,92
7,11,237.60314998889953,0,0,11,92
6,12,247.12901000339116,0,0,12,92
7,12,229.6147019997079,0,0,12,92
6,13,242.55544199286305,0,0,13,92
7,13,226.31023300982633,0,0,13,92
6,14,260.8915849823461,0,0,14,92
7,14,242.17193899494305,0,0,14,92
6,15,220.03619998668,0,0,15,92
7,15,209.69582199541037,0,0,15,92
6,16,252.51924401527504,0,0,16,92
7,16,238.88061800471405,0,0,16,92
6,17,288.8880269879337,0,0,17,92
7,17,272.70708000378363,0,0,17,92
6,18,285.7439090034859,0,0,18,92
7,18,266.44480200229737,0,0,18,92
6,19,265.72016900263407,0,0,19,92
7,19,253.27126499405495,0,0,19,92
6,0,268.8627919837927,0,0,0,93
7,0,253.43837998889285,0,0,0,93
6,1,249.32386701129872,0,0,1,93
7,1,239.49938200530596,0,0,1,93
6,2,305.6323800201426,0,0,2,93
7,2,278.33594599906064,0,0,2,93
6,3,235.2994870002476,0,0,3,93
7,3,224.17731899940918,0,0,3,93
6,4,306.4852300062739,0,0,4,93
7,4,284.56713199420847,0,0,4,93
6,5,272.22575598261756,0,0,5,93
7,5,257.29361299318043,0,0,5,93
6,6,225.97748700491138,0,0,6,93
7,6,214.20081299265803,0,0,6,93
6,7,407.29845199530246,0,0,7,93
7,7,305.26713499284597,0,0,7,93
6,8,324.65820999323114,0,0,8,93
7,8,300.5512070012628,0,0,8,93
6,9,300.3794939904765,0,0,9,93
7,9,273.3275089917697,0,0,9,93
6,10,322.86837999572526,0,0,10,93
7,10,303.4976580015609,0,0,10,93
6,11,315.6232510168593,0,0,11,93
7,11,308.4264829985841,0,0,11,93
6,12,278.5404509941145,0,0,12,93
7,12,274.199602011322,0,0,12,93
6,13,290.1186929998403,0,0,13,93
7,13,277.092163999896,0,0,13,93
6,14,391.42497699185697,0,0,14,93
7,14,367.34644299849606,0,0,14,93
6,15,298.0165489984756,0,0,15,93
7,15,289.0136839873776,0,0,15,93
6,16,258.14084399280546,0,0,16,93
7,16,235.25777398572245,0,0,16,93
6,17,318.5896390173184,0,0,17,93
7,17,341.44320598215927,0,0,17,93
6,18,990.5043799922169,0,0,18,93
7,18,879.3025459854107,0,0,18,93
6,19,767.7934209859814,0,0,19,93
7,19,692.353511996771,0,0,19,93
6,0,418.8098530030402,0,0,0,94
7,0,436.4839929971822,0,0,0,94
6,1,866.6107700032626,0,0,1,94
7,1,800.7958479984154,0,0,1,94
6,2,911.2936749943401,0,0,2,94
7,2,915.962462007883,0,0,2,94
6,3,446.83611899881726,0,0,3,94
7,3,374.6877280054832,0,0,3,94
6,4,1840.509673986162,0,0,4,94
7,4,1372.2250669875393,0,0,4,94
6,5,298.36906000991803,0,0,5,94
7,5,266.2835890077986,0,0,5,94
6,6,263.1139100017208,0,0,6,94
7,6,275.7153169900448,0,0,6,94
6,7,600.5936250030572,0,0,7,94
7,7,561.1351290076527,0,0,7,94
6,8,635.2987809996193,0,0,8,94
7,8,577.9815779883393,0,0,8,94
6,9,733.5171590007121,0,0,9,94
7,9,688.7285600091673,0,0,9,94
6,10,500.4442240051503,0,0,10,94
7,10,555.7123010171381,0,0,10,94
6,11,375.28618100259337,0,0,11,94
7,11,307.3248470082035,0,0,11,94
6,12,494.7284829881937,0,0,12,94
7,12,368.7004599937609,0,0,12,94
6,13,269.3779129926952,0,0,13,94
7,13,253.2355349953832,0,0,13,94
6,14,333.0963830044311,0,0,14,94
7,14,323.1058010082961,0,0,14,94
6,15,255.70642601269356,0,0,15,94
7,15,242.6181529895075,0,0,15,94
6,16,237.08259800014275,0,0,16,94
7,16,222.78279199281315,0,0,16,94
6,17,240.90977799096436,0,0,17,94
7,17,206.93496899912134,0,0,17,94
6,18,237.24866099519204,0,0,18,94
7,18,224.846132991388,0,0,18,94
6,19,319.01121999135285,0,0,19,94
7,19,353.0291280162601,0,0,19,94
6,0,728.8568989797568,0,0,0,95
7,0,539.7232620089198,0,0,0,95
6,1,279.54826399172816,0,0,1,95
7,1,265.77084800828743,0,0,1,95
6,2,360.68045398860704,0,0,2,95
7,2,350.4015409985186,0,0,2,95
6,3,258.82697601264226,0,0,3,95
7,3,241.31880999948407,0,0,3,95
6,4,220.43287598171446,0,0,4,95
7,4,205.80832599534915,0,0,4,95
6,5,235.49083601119492,0,0,5,95
7,5,219.5982929861202,0,0,5,95
6,6,252.40751099727277,0,0,6,95
7,6,266.5042869980425,0,0,6,95
6,7,365.41393800871447,0,0,7,95
7,7,411.38347400146813,0,0,7,95
6,8,712.2938720021921,0,0,8,95
7,8,595.0365639832853,0,0,8,95
6,9,571.06574000818,0,0,9,95
7,9,456.89857899287745,0,0,9,95
6,10,518.585171009363,0,0,10,95
7,10,469.09285099445697,0,0,10,95
6,11,1077.3629909931515,0,0,11,95
7,11,1014.2944130020624,0,0,11,95
6,12,286.6376489987488,0,0,12,95
7,12,276.59477500856156,0,0,12,95
6,13,716.9573209862392,0,0,13,95
7,13,586.4230249999309,0,0,13,95
6,14,273.93324699733057,0,0,14,95
7,14,258.8263510001525,0,0,14,95
6,15,570.7352479926158,0,0,15,95
7,15,548.4541660039213,0,0,15,95
6,16,265.45710100708675,0,0,16,95
7,16,248.21415700898797,0,0,16,95
6,17,305.83395499479593,0,0,17,95
7,17,285.64751299290947,0,0,17,95
6,18,304.62627201677606,0,0,18,95
7,18,286.11867501467714,0,0,18,95
6,19,244.20732399312328,0,0,19,95
7,19,226.38296201239427,0,0,19,95
6,0,941.6500149800413,0,0,0,96
7,0,909.1677330097809,0,0,0,96
6,1,837.1863659990595,0,0,1,96
7,1,708.6260689816299,0,0,1,96
6,2,219.53485700532838,0,0,2,96
7,2,205.80647800397855,0,0,2,96
6,3,290.35794600895315,0,0,3,96
7,3,271.53246101079276,0,0,3,96
6,4,273.3045219970336,0,0,4,96
7,4,255.0807460006581,0,0,4,96
6,5,304.22335600360384,0,0,5,96
7,5,283.44640100885954,0,0,5,96
6,6,264.56676298812454,0,0,6,96
7,6,247.26818699900832,0,0,6,96
6,7,281.30489099339684,0,0,7,96
7,7,259.05183100985596,0,0,7,96
6,8,330.9752259851848,0,0,8,96
7,8,329.0579499825981,0,0,8,96
6,9,404.6786289809461,0,0,9,96
7,9,388.4079839890546,0,0,9,96
6,10,522.8404340095949,0,0,10,96
7,10,421.36676899281156,0,0,10,96
6,11,720.0471030100744,0,0,11,96
7,11,691.28517200852,0,0,11,96
6,12,412.55867399650015,0,0,12,96
7,12,352.5053249945813,0,0,12,96
6,13,503.1352240062006,0,0,13,96
7,13,479.0550230145527,0,0,13,96
6,14,562.5543589940207,0,0,14,96
7,14,511.0701210132902,0,0,14,96
6,15,556.9034020095387,0,0,15,96
7,15,545.7420480033761,0,0,15,96
6,16,1247.3437120102062,0,0,16,96
7,16,1140.477356998872,0,0,16,96
6,17,301.79509899926416,0,0,17,96
7,17,277.10345900050015,0,0,17,96
6,18,304.1615929951149,0,0,18,96
7,18,275.8661949933412,0,0,18,96
6,19,306.9201779926516,0,0,19,96
7,19,290.52371899024365,0,0,19,96
6,0,230.53553600311716,0,0,0,97
7,0,216.94931600677592,0,0,0,97
6,1,255.9553609953582,0,0,1,97
7,1,240.20575501344865,0,0,1,97
6,2,230.68312501027322,0,0,2,97
7,2,217.872896002973,0,0,2,97
6,3,265.874276008617,0,0,3,97
7,3,254.0908740006671,0,0,3,97
6,4,279.55235901436026,0,0,4,97
7,4,259.4202709860838,0,0,4,97
6,5,219.92942300357754,0,0,5,97
7,5,202.1204139969086,0,0,5,97
6,6,226.42644399456913,0,0,6,97
7,6,217.67307001027802,0,0,6,97
6,7,234.39386399331852,0,0,7,97
7,7,219.37640500345879,0,0,7,97
6,8,288.75289101688395,0,0,8,97
7,8,248.0627130044013,0,0,8,97
6,9,250.9472019992245,0,0,9,97
7,9,242.89523598599772,0,0,9,97
6,10,452.0292619868087,0,0,10,97
7,10,374.0783480061509,0,0,10,97
6,11,428.5875520031368,0,0,11,97
7,11,334.44048699857376,0,0,11,97
6,12,518.7324949897629,0,0,12,97
7,12,421.41457700063256,0,0,12,97
6,13,420.58522500974505,0,0,13,97
7,13,392.7618239963522,0,0,13,97
6,14,420.84500100236255,0,0,14,97
7,14,358.05458100094256,0,0,14,97
6,15,462.0089139907577,0,0,15,97
7,15,428.30330700599006,0,0,15,97
6,16,646.4267010019284,0,0,16,97
7,16,619.9818770164711,0,0,16,97
6,17,417.22639301360687,0,0,17,97
7,17,385.2641160069652,0,0,17,97
6,18,569.3777390174546,0,0,18,97
7,18,526.8266170160132,0,0,18,97
6,19,470.6247350072772,0,0,19,97
7,19,439.2009429893733,0,0,19,97
6,0,489.73699598491294,0,0,0,98
7,0,453.41051400191645,0,0,0,98
6,1,451.0164839953177,0,0,1,98
7,1,396.94364400293125,0,0,1,98
6,2,878.4989899927496,0,0,2,98
7,2,738.0878729945834,0,0,2,98
6,3,780.2358069870934,0,0,3,98
7,3,719.6376729903022,0,0,3,98
6,4,1030.539218006652,0,0,4,98
7,4,1013.9035399874956,0,0,4,98
6,5,991.7575389990816,0,0,5,98
7,5,962.7605660029985,0,0,5,98
6,6,285.95517998974174,0,0,6,98
7,6,269.0780589887254,0,0,6,98
6,7,305.2113349958745,0,0,7,98
7,7,288.8037730117503,0,0,7,98
6,8,318.41210701168166,0,0,8,98
7,8,299.8126089946709,0,0,8,98
6,9,256.66021599636224,0,0,9,98
7,9,248.3542770060012,0,0,9,98
6,10,222.26769400913327,0,0,10,98
7,10,209.2438679951556,0,0,10,98
6,11,263.31351599174013,0,0,11,98
7,11,249.4618430018818,0,0,11,98
6,12,360.6609279954682,0,0,12,98
7,12,344.01691899029174,0,0,12,98
6,13,390.5923030019949,0,0,13,98
7,13,375.97676399263946,0,0,13,98
6,14,264.2284869807554,0,0,14,98
7,14,249.54463700487395,0,0,14,98
6,15,339.5475100096519,0,0,15,98
7,15,315.67344500217587,0,0,15,98
6,16,220.11838501020975,0,0,16,98
7,16,212.62996800078326,0,0,16,98
6,17,277.65216701527606,0,0,17,98
7,17,261.47534400024597,0,0,17,98
6,18,245.59437999550937,0,0,18,98
7,18,231.1571940176691,0,0,18,98
6,19,395.0976980104315,0,0,19,98
7,19,368.0767939963516,0,0,19,98
6,0,340.41111901024124,0,0,0,99
7,0,342.9224789942964,0,0,0,99
6,1,309.0647750009339,0,0,1,99
7,1,290.03959900319387,0,0,1,99
6,2,300.2238000053694,0,0,2,99
7,2,253.1016920052025,0,0,2,99
6,3,292.7188740031852,0,0,3,99
7,3,274.4990510036587,0,0,3,99
6,4,283.3417899992128,0,0,4,99
7,4,221.73637699552273,0,0,4,99
6,5,274.0069719875464,0,0,5,99
7,5,263.0443159987408,0,0,5,99
6,6,255.28487699966718,0,0,6,99
7,6,240.26565800068056,0,0,6,99
6,7,251.91953300145542,0,0,7,99
7,7,243.01840800490027,0,0,7,99
6,8,263.3422520016211,0,0,8,99
7,8,245.34427600110575,0,0,8,99
6,9,267.4061479920056,0,0,9,99
7,9,241.76552600829382,0,0,9,99
6,10,267.4995809857137,0,0,10,99
7,10,252.71296699747836,0,0,10,99
6,11,278.550054005791,0,0,11,99
7,11,264.2159070001071,0,0,11,99
6,12,365.8613369898376,0,0,12,99
7,12,347.0059870037403,0,0,12,99
6,13,333.89092300785705,0,0,13,99
7,13,319.45833899908394,0,0,13,99
6,14,239.59576599418142,0,0,14,99
7,14,227.92642900958526,0,0,14,99
6,15,317.26631902074587,0,0,15,99
7,15,294.10204499799875,0,0,15,99
6,16,276.3029710167757,0,0,16,99
7,16,265.3208920110046,0,0,16,99
6,17,370.40861200694053,0,0,17,99
7,17,319.3614850188169,0,0,17,99
6,18,261.68294599528963,0,0,18,99
7,18,253.92907200512127,0,0,18,99
6,19,328.0373459911061,0,0,19,99
7,19,303.3577590117602,0,0,19,99
6,0,275.85057099804544,0,0,0,100
7,0,260.5098809945048,0,0,0,100
6,1,241.50252100025682,0,0,1,100
7,1,231.25492500821565,0,0,1,100
6,2,271.49005100363865,0,0,2,100
7,2,257.52285500266225,0,0,2,100
6,3,329.2976899938367,0,0,3,100
7,3,301.68175200651604,0,0,3,100
6,4,277.58508699889717,0,0,4,100
7,4,261.5547739883368,0,0,4,100
6,5,259.5467949977319,0,0,5,100
7,5,243.11702799150225,0,0,5,100
6,6,296.8415579948669,0,0,6,100
7,6,281.0895219931808,0,0,6,100
6,7,316.96963398644584,0,0,7,100
7,7,289.15254302000903,0,0,7,100
6,8,263.5809219946168,0,0,8,100
7,8,250.8500619978804,0,0,8,100
6,9,289.28105699060325,0,0,9,100
7,9,273.90243900845235,0,0,9,100
6,10,720.7003239905134,0,0,10,100
7,10,698.9338979806234,0,0,10,100
6,11,277.2776849778893,0,0,11,100
7,11,257.79888001443396,0,0,11,100
6,12,284.42771900063235,0,0,12,100
7,12,275.1930010099386,0,0,12,100
6,13,313.93173800461227,0,0,13,100
7,13,295.0910720005595,0,0,13,100
6,14,304.94271099905745,0,0,14,100
7,14,283.2609620018047,0,0,14,100
6,15,297.33361399848945,0,0,15,100
7,15,279.49160699381537,0,0,15,100
6,16,374.82601999045073,0,0,16,100
7,16,343.3410430056938,0,0,16,100
6,17,295.3677619939299,0,0,17,100
7,17,278.6038090189322,0,0,17,100
6,18,235.7083829979274,0,0,18,100
7,18,224.59013399748073,0,0,18,100
6,19,261.4225749898651,0,0,19,100
7,19,241.17548300364433,0,0,19,100
6,0,223.7009980062794,0,0,0,101
7,0,207.19995398530955,0,0,0,101
6,1,290.8762359998036,0,0,1,101
7,1,269.3565250042411,0,0,1,101
6,2,322.14399700797003,0,0,2,101
7,2,308.65302100164627,0,0,2,101
6,3,298.28258699080834,0,0,3,101
7,3,280.84155099031705,0,0,3,101
6,4,338.57115000864724,0,0,4,101
7,4,322.1302750034738,0,0,4,101
6,5,317.06750701050623,0,0,5,101
7,5,299.71935200183,0,0,5,101
6,6,302.90772299713353,0,0,6,101
7,6,289.39018799337646,0,0,6,101
6,7,290.83178300470536,0,0,7,101
7,7,268.99148498841896,0,0,7,101
6,8,1041.4519439827927,0,0,8,101
7,8,1082.4337060093967,0,0,8,101
6,9,555.4566260170759,0,0,9,101
7,9,490.47190500596116,0,0,9,101
6,10,361.4485719917866,0,0,10,101
7,10,342.8936820027957,0,0,10,101
6,11,270.82412700747227,0,0,11,101
7,11,256.84494000597624,0,0,11,101
6,12,343.33417100151564,0,0,12,101
7,12,320.16736797913836,0,0,12,101
6,13,1833.0147109986683,0,0,13,101
7,13,1002.3201630069707,0,0,13,101
6,14,326.9090799890364,0,0,14,101
7,14,302.4104759911097,0,0,14,101
6,15,276.0475700169991,0,0,15,101
7,15,262.1628520014383,0,0,15,101
6,16,368.69324000645065,0,0,16,101
7,16,339.8222270025144,0,0,16,101
6,17,291.22406900023634,0,0,17,101
7,17,262.66253501262327,0,0,17,101
6,18,275.53715200338047,0,0,18,101
7,18,258.8930149991029,0,0,18,101
6,19,274.3631329908567,0,0,19,101
7,19,264.0323599966905,0,0,19,101
6,0,237.21350900814286,0,0,0,102
7,0,225.396851991718,0,0,0,102
6,1,368.0790269845602,0,0,1,102
7,1,359.93903698772556,0,0,1,102
6,2,390.98997100199995,0,0,2,102
7,2,369.2264430069372,0,0,2,102
6,3,296.46804499725476,0,0,3,102
7,3,269.2539219947321,0,0,3,102
6,4,268.9612499980285,0,0,4,102
7,4,248.60924299900944,0,0,4,102
6,5,342.2319989817879,0,0,5,102
7,5,323.5971029871507,0,0,5,102
6,6,275.1692199994977,0,0,6,102
7,6,263.87705999786704,0,0,6,102
6,7,289.9222700016253,0,0,7,102
7,7,271.6894939876511,0,0,7,102
6,8,283.16088600695366,0,0,8,102
7,8,269.81330900571265,0,0,8,102
6,9,270.1439859952188,0,0,9,102
7,9,257.2832399946492,0,0,9,102
6,10,305.7454200138636,0,0,10,102
7,10,286.952425994059,0,0,10,102
6,11,403.50640598944665,0,0,11,102
7,11,376.975480004603,0,0,11,102
6,12,308.7175009909515,0,0,12,102
7,12,297.3436669963121,0,0,12,102
6,13,324.9422079975375,0,0,13,102
7,13,310.45653099272386,0,0,13,102
6,14,284.3689799956337,0,0,14,102
7,14,272.13717398626613,0,0,14,102
6,15,927.310935004698,0,0,15,102
7,15,886.5298380023887,0,0,15,102
6,16,749.8734230043738,0,0,16,102
7,16,615.239791991371,0,0,16,102
6,17,432.4229700159776,0,0,17,102
