File,Iteration,Duration_w_all_Columns,Num_op_w_all_columns,Number of error,Round,Rows-Column
6,19,321.7618939991098,0,0,19,67
7,19,291.435478998892,0,0,19,67
6,0,201.74483999699078,0,0,0,68
7,0,194.1426019973278,0,0,0,68
6,1,210.0799119994008,0,0,1,68
7,1,196.39997299782408,0,0,1,68
6,2,273.4253829987665,0,0,2,68
7,2,240.17496899796242,0,0,2,68
6,3,178.01881400237107,0,0,3,68
7,3,167.87914500309853,0,0,3,68
6,4,815.9324820007896,0,0,4,68
7,4,721.9997609990969,0,0,4,68
6,5,538.5201640033301,0,0,5,68
7,5,460.1351560031617,0,0,5,68
6,6,591.5477370040207,0,0,6,68
7,6,541.3829440017253,0,0,6,68
6,7,499.75140100309545,0,0,7,68
7,7,398.68197899932056,0,0,7,68
6,8,774.6897419922334,0,0,8,68
7,8,740.0036219985395,0,0,8,68
6,9,551.1681989992212,0,0,9,68
7,9,483.80139800292454,0,0,9,68
6,10,675.3482149956653,0,0,10,68
7,10,593.7099509978907,0,0,10,68
6,11,437.9094700047972,0,0,11,68
7,11,325.4636419987946,0,0,11,68
6,12,619.243677002487,0,0,12,68
7,12,538.9831150059763,0,0,12,68
6,13,631.7562390072453,0,0,13,68
7,13,592.0880030025728,0,0,13,68
6,14,739.7006950025116,0,0,14,68
7,14,640.6834809988595,0,0,14,68
6,15,551.3779820025775,0,0,15,68
7,15,521.3987450038076,0,0,15,68
6,16,658.4570519999033,0,0,16,68
7,16,607.3193089932829,0,0,16,68
6,17,931.7110100000718,0,0,17,68
7,17,829.514322003206,0,0,17,68
6,18,874.7896450031476,0,0,18,68
7,18,808.0674799959979,0,0,18,68
6,19,650.9817599999224,0,0,19,68
7,19,576.4440719995036,0,0,19,68
6,0,411.60242699879745,0,0,0,69
7,0,315.2746319965445,0,0,0,69
6,1,424.96472900006665,0,0,1,69
7,1,367.84160700335633,0,0,1,69
6,2,744.4299100004628,0,0,2,69
7,2,670.2459240027565,0,0,2,69
6,3,692.6913029999469,0,0,3,69
7,3,620.5461619974812,0,0,3,69
6,4,633.6498560035579,0,0,4,69
7,4,440.9460789956938,0,0,4,69
6,5,525.9910469990245,0,0,5,69
7,5,485.93307900500804,0,0,5,69
6,6,729.0794859968628,0,0,6,69
7,6,646.0031769972829,0,0,6,69
6,7,171.0105420063428,0,0,7,69
7,7,169.13760700094826,0,0,7,69
6,8,186.16539100094087,0,0,8,69
7,8,174.95304300223324,0,0,8,69
6,9,174.04183199619183,0,0,9,69
7,9,157.82912299778218,0,0,9,69
6,10,222.17237000609202,0,0,10,69
7,10,204.59382799913328,0,0,10,69
6,11,140.8688929982418,0,0,11,69
7,11,122.41301699805263,0,0,11,69
6,12,186.9017629985592,0,0,12,69
7,12,196.95739400208367,0,0,12,69
6,13,197.2767409995413,0,0,13,69
7,13,175.78972700289341,0,0,13,69
6,14,209.97407499612564,0,0,14,69
7,14,211.66897099874404,0,0,14,69
6,15,188.35016399998494,0,0,15,69
7,15,173.76708900087579,0,0,15,69
6,16,208.68234200202096,0,0,16,69
7,16,187.95223100187286,0,0,16,69
6,17,207.8137669948319,0,0,17,69
7,17,193.56766200576203,0,0,17,69
6,18,240.22775899288717,0,0,18,69
7,18,228.23652799911542,0,0,18,69
6,19,152.16367499670014,0,0,19,69
7,19,138.38392900129293,0,0,19,69
6,0,212.33369599895013,0,0,0,70
7,0,198.44441099780852,0,0,0,70
6,1,169.85137400274652,0,0,1,70
7,1,174.78357500067432,0,0,1,70
6,2,197.44227899354883,0,0,2,70
7,2,183.88354600597268,0,0,2,70
6,3,174.44235400512298,0,0,3,70
7,3,170.9581389907271,0,0,3,70
6,4,199.27372399592969,0,0,4,70
7,4,179.6223130013459,0,0,4,70
6,5,211.35651200279426,0,0,5,70
7,5,239.7760169999401,0,0,5,70
6,6,811.822617998132,0,0,6,70
7,6,789.9088990093333,0,0,6,70
6,7,508.1327960053841,0,0,7,70
7,7,567.4580550021346,0,0,7,70
6,8,648.963879994426,0,0,8,70
7,8,572.8794950068732,0,0,8,70
6,9,556.9777130026523,0,0,9,70
7,9,426.25860199518684,0,0,9,70
6,10,532.2922449990983,0,0,10,70
7,10,476.5294950043426,0,0,10,70
6,11,524.2392269956326,0,0,11,70
7,11,500.43311599324625,0,0,11,70
6,12,523.7648699960573,0,0,12,70
7,12,501.9847649989515,0,0,12,70
6,13,515.3324960035661,0,0,13,70
7,13,537.194649999492,0,0,13,70
6,14,752.9115849979462,0,0,14,70
7,14,654.3037759988692,0,0,14,70
6,15,427.9001649967995,0,0,15,70
7,15,372.5629319997097,0,0,15,70
6,16,177.33521200261748,0,0,16,70
7,16,171.32680899635488,0,0,16,70
6,17,196.69846500505628,0,0,17,70
7,17,178.00129300053413,0,0,17,70
6,18,252.0478710050611,0,0,18,70
7,18,241.06529099685758,0,0,18,70
6,19,182.31518900461197,0,0,19,70
7,19,156.63153899663484,0,0,19,70
6,0,233.96387700063315,0,0,0,71
7,0,219.5829009915542,0,0,0,71
6,1,271.92081500606946,0,0,1,71
7,1,254.63776499259438,0,0,1,71
6,2,138.37775200113356,0,0,2,71
7,2,123.95365600218611,0,0,2,71
6,3,173.65301100403485,0,0,3,71
7,3,154.81152399956954,0,0,3,71
6,4,231.5528719982467,0,0,4,71
7,4,216.27734200274062,0,0,4,71
6,5,282.2023050000553,0,0,5,71
7,5,239.75306699981047,0,0,5,71
6,6,144.5615869968151,0,0,6,71
7,6,131.59452699733265,0,0,6,71
6,7,220.82242200167457,0,0,7,71
7,7,180.95164800297425,0,0,7,71
6,8,202.39873300147337,0,0,8,71
7,8,181.7727069967532,0,0,8,71
6,9,206.62844899652555,0,0,9,71
7,9,212.387429998671,0,0,9,71
6,10,235.12198899652503,0,0,10,71
7,10,214.51298000101815,0,0,10,71
6,11,182.94554700742083,0,0,11,71
7,11,165.68010400123967,0,0,11,71
6,12,208.70859900446703,0,0,12,71
7,12,193.2158220038218,0,0,12,71
6,13,203.82490900328776,0,0,13,71
7,13,188.15104199779853,0,0,13,71
6,14,221.73153300263948,0,0,14,71
7,14,214.53847399106962,0,0,14,71
6,15,225.05817000251227,0,0,15,71
7,15,198.91975600012302,0,0,15,71
6,16,161.77522800080624,0,0,16,71
7,16,151.6475270052524,0,0,16,71
6,17,181.4121440015697,0,0,17,71
7,17,169.7145949967762,0,0,17,71
6,18,209.51651699442664,0,0,18,71
7,18,194.4479679991673,0,0,18,71
6,19,187.3056109980098,0,0,19,71
7,19,178.86799400457676,0,0,19,71
6,0,229.1994030015303,0,0,0,72
7,0,213.56329700211063,0,0,0,72
6,1,229.59563999779675,0,0,1,72
7,1,182.56158499775665,0,0,1,72
6,2,212.49017400123194,0,0,2,72
7,2,189.07254700843623,0,0,2,72
6,3,197.29194600768096,0,0,3,72
7,3,187.65247599867507,0,0,3,72
6,4,246.57288900107233,0,0,4,72
7,4,256.6925010007708,0,0,4,72
6,5,595.9258220054835,0,0,5,72
7,5,518.2382499990581,0,0,5,72
6,6,759.4382099941868,0,0,6,72
7,6,699.9456309940797,0,0,6,72
6,7,984.9897729950499,0,0,7,72
7,7,864.0741860010621,0,0,7,72
6,8,464.9030360051256,0,0,8,72
7,8,449.21813199675853,0,0,8,72
6,9,496.45708299090074,0,0,9,72
7,9,440.6918879994919,0,0,9,72
6,10,768.9303400002245,0,0,10,72
7,10,715.6170009980087,0,0,10,72
6,11,625.9498510019057,0,0,11,72
7,11,596.2409989951993,0,0,11,72
6,12,206.39672199376946,0,0,12,72
7,12,189.06069300692252,0,0,12,72
6,13,346.8362299995533,0,0,13,72
7,13,359.04897598925345,0,0,13,72
6,14,223.4789469982843,0,0,14,72
7,14,195.0411770003484,0,0,14,72
6,15,117.97945599619197,0,0,15,72
7,15,108.82053700174765,0,0,15,72
6,16,202.94505399601803,0,0,16,72
7,16,192.71098900298966,0,0,16,72
6,17,156.4352160028193,0,0,17,72
7,17,144.53781700422041,0,0,17,72
6,18,199.28615400385752,0,0,18,72
7,18,184.33596400063834,0,0,18,72
6,19,231.50706399906085,0,0,19,72
7,19,179.34233299934021,0,0,19,72
6,0,274.28912999630484,0,0,0,73
7,0,257.27602999722876,0,0,0,73
6,1,290.9054149997701,0,0,1,73
7,1,270.8268760050032,0,0,1,73
6,2,236.26979500568268,0,0,2,73
7,2,219.5284439981151,0,0,2,73
6,3,240.77986800375584,0,0,3,73
7,3,213.98122900222916,0,0,3,73
6,4,201.0654060015895,0,0,4,73
7,4,183.65061699637408,0,0,4,73
6,5,197.35377500296636,0,0,5,73
7,5,188.84622900327486,0,0,5,73
6,6,227.8005529924485,0,0,6,73
7,6,208.54898699826663,0,0,6,73
6,7,184.5853250010805,0,0,7,73
7,7,175.15511400893047,0,0,7,73
6,8,264.3563469957826,0,0,8,73
7,8,239.49378200222782,0,0,8,73
6,9,197.09026800182983,0,0,9,73
7,9,182.8226840041225,0,0,9,73
6,10,229.0103080015342,0,0,10,73
7,10,202.8053659980742,0,0,10,73
6,11,193.96807799557791,0,0,11,73
7,11,181.9917460011311,0,0,11,73
6,12,295.97297099530806,0,0,12,73
7,12,278.85743199635726,0,0,12,73
6,13,623.2782389975,0,0,13,73
7,13,532.3632349941363,0,0,13,73
6,14,253.2218500032286,0,0,14,73
7,14,234.11068199948204,0,0,14,73
6,15,223.1280319929283,0,0,15,73
7,15,212.7000560014949,0,0,15,73
6,16,290.6966549992376,0,0,16,73
7,16,267.593402002376,0,0,16,73
6,17,299.16571100170586,0,0,17,73
7,17,284.64290199963216,0,0,17,73
6,18,204.24323900465424,0,0,18,73
7,18,189.30245800038392,0,0,18,73
6,19,231.61509200394903,0,0,19,73
7,19,217.19466499644113,0,0,19,73
6,0,244.40736000428842,0,0,0,74
7,0,224.32486599564072,0,0,0,74
6,1,213.66845399984413,0,0,1,74
7,1,206.90316899890604,0,0,1,74
6,2,160.82470500327872,0,0,2,74
7,2,152.14559100149927,0,0,2,74
6,3,226.93360299899723,0,0,3,74
7,3,208.0809389995011,0,0,3,74
6,4,157.34306500053208,0,0,4,74
7,4,145.82332499753647,0,0,4,74
6,5,177.36497799523931,0,0,5,74
7,5,164.43091800329057,0,0,5,74
6,6,182.7312419957252,0,0,6,74
7,6,171.9311980002658,0,0,6,74
6,7,164.0859070012084,0,0,7,74
7,7,153.70657799371656,0,0,7,74
6,8,181.77702200023305,0,0,8,74
7,8,167.117564994669,0,0,8,74
6,9,172.97047700117218,0,0,9,74
7,9,157.08904700204585,0,0,9,74
6,10,153.6273189997246,0,0,10,74
7,10,152.20141999748193,0,0,10,74
6,11,218.5925130004307,0,0,11,74
7,11,201.17064699934417,0,0,11,74
6,12,199.91650000201844,0,0,12,74
7,12,183.82382999675428,0,0,12,74
6,13,200.6407149970073,0,0,13,74
7,13,184.9828049973894,0,0,13,74
6,14,203.7037689981389,0,0,14,74
7,14,191.35817899837093,0,0,14,74
6,15,212.39675200263264,0,0,15,74
7,15,205.15629000237823,0,0,15,74
6,16,170.6006329986849,0,0,16,74
7,16,156.09005800547493,0,0,16,74
6,17,162.95738899361822,0,0,17,74
7,17,153.32379799656337,0,0,17,74
6,18,200.1715760022762,0,0,18,74
7,18,190.89182200195864,0,0,18,74
6,19,280.96628199705265,0,0,19,74
7,19,264.7343879989421,0,0,19,74
6,0,177.2072519941048,0,0,0,75
7,0,208.11816699574592,0,0,0,75
6,1,261.04421400305,0,0,1,75
7,1,223.79752400092912,0,0,1,75
6,2,416.3054590037518,0,0,2,75
7,2,211.19221999856563,0,0,2,75
6,3,225.8962640032678,0,0,3,75
7,3,184.22427499945115,0,0,3,75
6,4,208.4007949970328,0,0,4,75
7,4,347.9341599995678,0,0,4,75
6,5,246.86671700374063,0,0,5,75
7,5,231.52489099743434,0,0,5,75
6,6,316.19915099690843,0,0,6,75
7,6,273.52877000316766,0,0,6,75
6,7,203.8019370049824,0,0,7,75
7,7,201.98344299865312,0,0,7,75
6,8,215.56576799548566,0,0,8,75
7,8,194.31468399329788,0,0,8,75
6,9,183.79872400350905,0,0,9,75
7,9,183.80774600495897,0,0,9,75
6,10,210.45545199740445,0,0,10,75
7,10,191.03015600421713,0,0,10,75
6,11,247.16359499257123,0,0,11,75
7,11,236.67439500263754,0,0,11,75
6,12,186.84306199793355,0,0,12,75
7,12,167.84180800186732,0,0,12,75
6,13,187.1871660000579,0,0,13,75
7,13,171.2488500040763,0,0,13,75
6,14,181.06724799304175,0,0,14,75
7,14,171.42488599847638,0,0,14,75
6,15,219.26670699940587,0,0,15,75
7,15,163.22595899328007,0,0,15,75
6,16,216.481195996721,0,0,16,75
7,16,205.29770999610264,0,0,16,75
6,17,196.111010001232,0,0,17,75
7,17,177.92372600001727,0,0,17,75
6,18,209.597843996562,0,0,18,75
7,18,347.553468997603,0,0,18,75
6,19,1100.9038679990226,0,0,19,75
7,19,1095.9516049983904,0,0,19,75
6,0,786.9379580063196,0,0,0,76
7,0,810.7358590061722,0,0,0,76
6,1,382.50361400150723,0,0,1,76
7,1,366.1391059940797,0,0,1,76
6,2,219.7450929961633,0,0,2,76
7,2,233.5066490038571,0,0,2,76
6,3,893.2053040002756,0,0,3,76
7,3,798.8366940012384,0,0,3,76
6,4,685.6738549956845,0,0,4,76
7,4,585.2280030021575,0,0,4,76
6,5,507.2096240010069,0,0,5,76
7,5,371.66382300233636,0,0,5,76
6,6,195.8138630002395,0,0,6,76
7,6,181.88455399968007,0,0,6,76
6,7,846.364079998466,0,0,7,76
7,7,824.5992899990142,0,0,7,76
6,8,226.2634870023703,0,0,8,76
7,8,211.6720710005211,0,0,8,76
6,9,243.19368499527627,0,0,9,76
7,9,224.10569399744418,0,0,9,76
6,10,225.9059279911071,0,0,10,76
7,10,205.0227839904437,0,0,10,76
6,11,134.9875599976258,0,0,11,76
7,11,123.98190499675366,0,0,11,76
6,12,186.54156499519559,0,0,12,76
7,12,166.58028499500688,0,0,12,76
6,13,148.98090299811884,0,0,13,76
7,13,175.510743999439,0,0,13,76
6,14,798.3774540011837,0,0,14,76
7,14,663.5665810044884,0,0,14,76
6,15,258.9368939995893,0,0,15,76
7,15,239.92472699455902,0,0,15,76
6,16,299.1269619972172,0,0,16,76
7,16,353.18597000946284,0,0,16,76
6,17,981.7427500047415,0,0,17,76
7,17,853.1068899956153,0,0,17,76
6,18,340.16034899946135,0,0,18,76
7,18,297.7596690018345,0,0,18,76
6,19,845.3226729932339,0,0,19,76
7,19,642.6127300021562,0,0,19,76
6,0,188.7126280009852,0,0,0,77
7,0,171.187317000431,0,0,0,77
6,1,296.2386500037155,0,0,1,77
7,1,284.73841099798847,0,0,1,77
6,2,213.6809399980848,0,0,2,77
7,2,195.18099200217875,0,0,2,77
6,3,161.2393770003564,0,0,3,77
7,3,154.14097300026697,0,0,3,77
6,4,286.0075400067217,0,0,4,77
7,4,260.69902300400827,0,0,4,77
6,5,232.7465730024869,0,0,5,77
7,5,230.92881500474505,0,0,5,77
6,6,441.72282600698054,0,0,6,77
7,6,354.5732699965356,0,0,6,77
6,7,267.5192860056086,0,0,7,77
7,7,244.06883500046206,0,0,7,77
6,8,232.9771800018534,0,0,8,77
7,8,203.76615000350284,0,0,8,77
6,9,359.78176200069356,0,0,9,77
7,9,333.2789779883569,0,0,9,77
6,10,246.44119299409795,0,0,10,77
7,10,221.41320300352163,0,0,10,77
6,11,172.48288899963882,0,0,11,77
7,11,163.2780529912452,0,0,11,77
6,12,175.60104299855084,0,0,12,77
7,12,144.72919800255113,0,0,12,77
6,13,240.15058401482747,0,0,13,77
7,13,229.34395001584562,0,0,13,77
6,14,226.48080900262357,0,0,14,77
7,14,216.1220739944838,0,0,14,77
6,15,203.58568898791418,0,0,15,77
7,15,199.2634330049441,0,0,15,77
6,16,187.6865359945441,0,0,16,77
7,16,171.77140800595225,0,0,16,77
6,17,181.93552699267457,0,0,17,77
7,17,173.45910199901482,0,0,17,77
6,18,531.6139810001914,0,0,18,77
7,18,472.4511790127508,0,0,18,77
6,19,249.24738898107535,0,0,19,77
7,19,232.0058970140053,0,0,19,77
6,0,210.25154399012536,0,0,0,78
7,0,194.492109996645,0,0,0,78
6,1,218.0065449911126,0,0,1,78
7,1,204.26788098075122,0,0,1,78
6,2,251.83035800137077,0,0,2,78
7,2,242.36672998677022,0,0,2,78
6,3,189.56629200602038,0,0,3,78
7,3,170.18668000036996,0,0,3,78
6,4,182.28313599593093,0,0,4,78
7,4,175.0697589968695,0,0,4,78
6,5,241.81294600566616,0,0,5,78
7,5,223.0421339941131,0,0,5,78
6,6,187.9109250089641,0,0,6,78
7,6,181.61691200066343,0,0,6,78
6,7,159.22529299814414,0,0,7,78
7,7,147.19519599339037,0,0,7,78
6,8,189.40387400380132,0,0,8,78
7,8,175.34353400333202,0,0,8,78
6,9,660.589019010331,0,0,9,78
7,9,550.1905729915961,0,0,9,78
6,10,158.87200499355458,0,0,10,78
7,10,149.70510799912518,0,0,10,78
6,11,280.7139090027704,0,0,11,78
7,11,295.90300199606645,0,0,11,78
6,12,464.6361550026086,0,0,12,78
7,12,443.68019599596664,0,0,12,78
6,13,182.78659900033745,0,0,13,78
7,13,171.51199599811662,0,0,13,78
6,14,196.04396699469362,0,0,14,78
7,14,180.78637400003572,0,0,14,78
6,15,235.95966899847554,0,0,15,78
7,15,221.01399498615137,0,0,15,78
6,16,194.15439699605486,0,0,16,78
7,16,177.5941979867639,0,0,16,78
6,17,270.173534998321,0,0,17,78
7,17,259.7169010023208,0,0,17,78
6,18,254.43407000875595,0,0,18,78
7,18,232.37511598608762,0,0,18,78
6,19,211.7357380179783,0,0,19,78
7,19,198.5923730203467,0,0,19,78
6,0,214.4540209974366,0,0,0,79
7,0,201.55525300424415,0,0,0,79
6,1,231.8879189897416,0,0,1,79
7,1,213.74814300043,0,0,1,79
6,2,187.22888301135754,0,0,2,79
7,2,217.02585401590113,0,0,2,79
6,3,217.96505800557497,0,0,3,79
7,3,187.84550701093394,0,0,3,79
6,4,221.5545679969182,0,0,4,79
7,4,210.34148701073718,0,0,4,79
6,5,287.46766000313073,0,0,5,79
7,5,259.67404800485383,0,0,5,79
6,6,176.2856909963375,0,0,6,79
7,6,163.39925998909166,0,0,6,79
6,7,206.62399399634523,0,0,7,79
7,7,196.2978940073299,0,0,7,79
6,8,246.64755098638125,0,0,8,79
7,8,224.16843399469144,0,0,8,79
6,9,227.27850501041758,0,0,9,79
7,9,211.78319399814427,0,0,9,79
6,10,262.53118299518974,0,0,10,79
7,10,249.46775199805415,0,0,10,79
6,11,224.5112979830992,0,0,11,79
7,11,191.53618899190406,0,0,11,79
6,12,240.07951199928357,0,0,12,79
7,12,226.26151300346464,0,0,12,79
6,13,287.5524090095496,0,0,13,79
7,13,245.54863901403223,0,0,13,79
6,14,218.35306199182014,0,0,14,79
7,14,278.92017198564645,0,0,14,79
6,15,380.1624700049615,0,0,15,79
7,15,371.9195739972747,0,0,15,79
6,16,746.6621480043614,0,0,16,79
7,16,706.6936609962795,0,0,16,79
6,17,687.6789190046111,0,0,17,79
7,17,640.8212499995898,0,0,17,79
6,18,631.6312260050836,0,0,18,79
7,18,602.409095994517,0,0,18,79
6,19,556.7051149987492,0,0,19,79
7,19,557.9961239986915,0,0,19,79
6,0,474.51355599650924,0,0,0,80
7,0,423.8451520045601,0,0,0,80
6,1,543.2501930026774,0,0,1,80
7,1,465.98634399606453,0,0,1,80
6,2,755.8854150179286,0,0,2,80
7,2,557.2324430045228,0,0,2,80
6,3,284.28629199152056,0,0,3,80
7,3,265.44400600369045,0,0,3,80
6,4,325.0308529936774,0,0,4,80
7,4,289.58981399546246,0,0,4,80
6,5,234.63660899778915,0,0,5,80
7,5,219.5098570105074,0,0,5,80
6,6,253.6869789969387,0,0,6,80
7,6,229.3256490083877,0,0,6,80
6,7,206.9859670027654,0,0,7,80
7,7,191.09292500706943,0,0,7,80
6,8,255.8874770024886,0,0,8,80
7,8,242.61189398976057,0,0,8,80
6,9,252.01022099281545,0,0,9,80
7,9,250.43632900269586,0,0,9,80
6,10,237.82371998868257,0,0,10,80
7,10,225.3339420035445,0,0,10,80
6,11,252.95447099779267,0,0,11,80
7,11,232.54207798163407,0,0,11,80
6,12,230.05689200135748,0,0,12,80
7,12,213.18266899288574,0,0,12,80
6,13,264.6577739856184,0,0,13,80
7,13,249.73698998519467,0,0,13,80
6,14,240.09311999679994,0,0,14,80
7,14,229.19199599800777,0,0,14,80
6,15,204.98528901043755,0,0,15,80
7,15,190.96948400692781,0,0,15,80
6,16,285.8078099989143,0,0,16,80
7,16,261.70935599793665,0,0,16,80
6,17,237.2180599868443,0,0,17,80
7,17,226.73756799076727,0,0,17,80
6,18,271.0928230035279,0,0,18,80
7,18,248.467445015649,0,0,18,80
6,19,300.40309100604645,0,0,19,80
7,19,263.4831700133873,0,0,19,80
6,0,235.0627310074742,0,0,0,81
7,0,220.08424000659943,0,0,0,81
6,1,312.1275300018169,0,0,1,81
7,1,290.0563660100488,0,0,1,81
6,2,207.0437890110952,0,0,2,81
7,2,195.60062001073675,0,0,2,81
6,3,269.786125997598,0,0,3,81
7,3,245.4903439966074,0,0,3,81
6,4,244.8185360003663,0,0,4,81
7,4,222.24403300788254,0,0,4,81
6,5,240.99922698360388,0,0,5,81
7,5,217.9151600030309,0,0,5,81
6,6,243.59047198731787,0,0,6,81
7,6,228.5761219827691,0,0,6,81
6,7,209.21657900589707,0,0,7,81
7,7,185.52498799681416,0,0,7,81
6,8,248.4588459860788,0,0,8,81
7,8,240.1560090033854,0,0,8,81
6,9,267.62672601626036,0,0,9,81
7,9,230.78774200484986,0,0,9,81
6,10,201.34931899883668,0,0,10,81
7,10,192.29105400518165,0,0,10,81
6,11,226.35578798235656,0,0,11,81
7,11,212.0142710091386,0,0,11,81
6,12,254.98065900637812,0,0,12,81
7,12,241.51002998723925,0,0,12,81
6,13,282.29748600415405,0,0,13,81
7,13,263.49915197988594,0,0,13,81
6,14,224.17424100376593,0,0,14,81
7,14,193.47183801164647,0,0,14,81
6,15,178.2364880041314,0,0,15,81
7,15,165.85145800036116,0,0,15,81
6,16,220.64400599492728,0,0,16,81
7,16,197.7896049957053,0,0,16,81
6,17,170.16111300199555,0,0,17,81
7,17,158.9462120027747,0,0,17,81
6,18,179.93031600462928,0,0,18,81
7,18,166.83305500828283,0,0,18,81
6,19,229.0287050045663,0,0,19,81
7,19,219.0725190075682,0,0,19,81
6,0,225.07198199991763,0,0,0,82
7,0,211.29234500176608,0,0,0,82
6,1,234.73283100111075,0,0,1,82
7,1,210.2008470110377,0,0,1,82
6,2,216.8155870076589,0,0,2,82
7,2,200.94601001073897,0,0,2,82
6,3,172.77294500263451,0,0,3,82
7,3,181.45992199561078,0,0,3,82
6,4,214.47268100610017,0,0,4,82
7,4,200.2935950108622,0,0,4,82
6,5,228.61707797665076,0,0,5,82
7,5,215.55147898334326,0,0,5,82
6,6,246.3480799942772,0,0,6,82
7,6,226.22986601527373,0,0,6,82
6,7,827.7341170064574,0,0,7,82
7,7,749.8823490132054,0,0,7,82
6,8,599.6128160077205,0,0,8,82
7,8,584.346075000667,0,0,8,82
6,9,351.7767559819731,0,0,9,82
7,9,328.9364459974422,0,0,9,82
6,10,433.9748299908024,0,0,10,82
7,10,469.120456006749,0,0,10,82
6,11,578.6408309986655,0,0,11,82
7,11,425.11685100816976,0,0,11,82
6,12,246.05800699873726,0,0,12,82
7,12,231.95028700092735,0,0,12,82
6,13,290.4767680074656,0,0,13,82
7,13,275.77253298886717,0,0,13,82
6,14,329.5664769980249,0,0,14,82
7,14,299.8801139956413,0,0,14,82
6,15,244.31907300731837,0,0,15,82
7,15,226.58834600179034,0,0,15,82
6,16,260.7704020138044,0,0,16,82
7,16,244.8839019893967,0,0,16,82
6,17,233.62137100184555,0,0,17,82
7,17,218.3132770105658,0,0,17,82
6,18,237.27776799933054,0,0,18,82
7,18,219.65258299360357,0,0,18,82
6,19,206.37425398535925,0,0,19,82
7,19,192.96214300311476,0,0,19,82
6,0,220.04458900028112,0,0,0,83
7,0,206.07719900590382,0,0,0,83
6,1,282.5738619826552,0,0,1,83
7,1,264.33894301135297,0,0,1,83
6,2,252.13495199204772,0,0,2,83
7,2,235.98211999797059,0,0,2,83
6,3,196.29333900593338,0,0,3,83
7,3,187.97260298561014,0,0,3,83
6,4,225.68032300205232,0,0,4,83
7,4,206.9969899989701,0,0,4,83
6,5,199.19710299973303,0,0,5,83
7,5,186.71692300858922,0,0,5,83
6,6,524.1796539885399,0,0,6,83
7,6,359.55113800764593,0,0,6,83
6,7,410.61189700940304,0,0,7,83
7,7,394.2892249979195,0,0,7,83
6,8,395.6310699995811,0,0,8,83
7,8,345.35617200026536,0,0,8,83
6,9,810.8717930131206,0,0,9,83
7,9,680.4925459823608,0,0,9,83
6,10,820.3998520116329,0,0,10,83
7,10,808.7699390021044,0,0,10,83
6,11,537.6945709958818,0,0,11,83
7,11,501.69145200470666,0,0,11,83
6,12,626.1240030039517,0,0,12,83
7,12,556.3606739992792,0,0,12,83
6,13,390.6122560010772,0,0,13,83
7,13,466.33277700857434,0,0,13,83
6,14,1441.8156329911653,0,0,14,83
7,14,1465.514241002893,0,0,14,83
6,15,530.5020139912813,0,0,15,83
7,15,429.08250799291636,0,0,15,83
6,16,469.92392900074265,0,0,16,83
7,16,393.4458610006004,0,0,16,83
6,17,420.6492680041265,0,0,17,83
7,17,314.8321380008383,0,0,17,83
6,18,293.92105199895013,0,0,18,83
7,18,290.1376210079434,0,0,18,83
6,19,505.4914560068937,0,0,19,83
7,19,417.9133139973601,0,0,19,83
6,0,365.9989109928574,0,0,0,84
7,0,289.5862860004854,0,0,0,84
6,1,411.0368120018393,0,0,1,84
7,1,458.27143099677414,0,0,1,84
6,2,394.51644398832286,0,0,2,84
7,2,366.49529200030884,0,0,2,84
6,3,507.83615200271015,0,0,3,84
7,3,387.75672098336145,0,0,3,84
6,4,217.6187799868785,0,0,4,84
7,4,195.11181499319719,0,0,4,84
6,5,221.22418899925833,0,0,5,84
7,5,207.69069801372098,0,0,5,84
6,6,235.67300199056262,0,0,6,84
7,6,221.245743999134,0,0,6,84
6,7,194.3664150148834,0,0,7,84
7,7,186.65338300479561,0,0,7,84
6,8,299.627285995939,0,0,8,84
7,8,275.9336649987745,0,0,8,84
6,9,305.2623370067522,0,0,9,84
7,9,278.1827040007556,0,0,9,84
6,10,204.78641898898786,0,0,10,84
7,10,187.18481499945483,0,0,10,84
6,11,227.77495798800373,0,0,11,84
7,11,208.36823201125299,0,0,11,84
6,12,207.06080799027404,0,0,12,84
7,12,197.3062119932365,0,0,12,84
6,13,229.24314599868012,0,0,13,84
7,13,217.56445299979532,0,0,13,84
6,14,238.85108000604305,0,0,14,84
7,14,224.6499349921578,0,0,14,84
6,15,216.34992801091357,0,0,15,84
7,15,178.5899169926779,0,0,15,84
6,16,221.46388400278738,0,0,16,84
7,16,205.0049319941536,0,0,16,84
6,17,226.74220999624595,0,0,17,84
7,17,216.29400799338327,0,0,17,84
6,18,195.58050700197782,0,0,18,84
7,18,184.38065000873394,0,0,18,84
6,19,273.3367949931562,0,0,19,84
7,19,243.8805120109464,0,0,19,84
6,0,230.89507699251044,0,0,0,85
7,0,220.2618199967219,0,0,0,85
6,1,213.5925569941719,0,0,1,85
7,1,201.2847559885813,0,0,1,85
6,2,217.65025299646368,0,0,2,85
7,2,200.93834598537796,0,0,2,85
6,3,223.54392900342646,0,0,3,85
7,3,209.95757900027456,0,0,3,85
6,4,215.02007799199419,0,0,4,85
7,4,200.73799100919132,0,0,4,85
6,5,250.66870699947685,0,0,5,85
7,5,228.0171219940712,0,0,5,85
6,6,216.88000500353155,0,0,6,85
7,6,209.52613099916562,0,0,6,85
6,7,231.61363700000948,0,0,7,85
7,7,222.35122500160287,0,0,7,85
6,8,229.14985199440707,0,0,8,85
