File,Iteration,n,Max_columns,Duration_w_all_Columns,Duration_w_max_columns,Num_op_w_all_columns,Num_op_w_max_columns,Number of error
5,13,126,11,37.25852199977453,36.52290500031086,0,0,4
6,13,126,11,1243.7621969975226,964.4669579975016,0,0,175
4,14,126,11,1.2477840000428841,14.348650999636448,0,0,5
5,14,126,11,132.24406699964675,130.6836270000531,0,0,4
6,14,126,11,1234.6751509926435,1015.158701992732,0,0,185
4,15,126,11,42.741179000131524,0.8363830002053874,0,0,5
6,15,126,11,1032.6753910121624,887.5635200115539,0,0,196
6,16,126,11,157.96263298761914,141.40920498766718,0,0,206
4,17,126,11,0.9265270000469172,0.4443600000740844,0,0,6
5,17,126,11,13.098032000016246,12.605339999936405,0,0,6
6,17,126,11,208.34113998262183,183.7284769840153,0,0,218
4,18,126,11,1.3426680002339708,0.6385450001289428,0,0,6
5,18,126,11,55.979051000122126,54.21358900002815,0,0,6
6,18,126,11,690.9461079867469,647.5797369866996,0,0,231
4,19,126,11,1.1949830000048678,0.5746110000472981,0,0,6
6,19,126,11,141.57085900296806,127.8260240023883,0,0,242
5,20,126,11,13.103649999720801,12.545198999760032,0,0,7
6,20,126,11,528.6741389945746,215.51659699571246,0,0,253
5,21,126,11,103.30604499995388,102.23549099964657,0,0,7
6,21,126,11,745.6950659961876,812.3449439963224,0,0,264
5,22,126,11,39.18561899990891,37.60308300024917,0,0,7
6,22,126,11,341.7732649986647,297.4559129975205,0,0,269
4,23,126,11,0.992736000171135,0.4723609999928158,0,0,9
6,23,126,11,155.56122600446542,139.36819700438718,0,0,290
4,24,126,11,0.9259789999305212,0.44748399977834197,0,0,9
5,24,126,11,12.413034000019252,11.880058999850007,0,0,8
6,24,126,11,113.66154900906622,99.66232201122693,0,0,297
4,25,126,11,0.9489140002187924,0.43116599999848404,0,0,9
6,25,126,11,194.41317699602223,157.47645699730128,0,0,305
6,26,126,11,161.84134199738764,148.05063699714083,0,0,323
5,27,126,11,16.50072399979763,15.88708700001007,0,0,10
6,27,126,11,270.2565329927893,203.2455459934681,0,0,337
5,28,126,11,137.89451799948438,137.11013700003605,0,0,10
6,28,126,11,673.2739480007695,651.0665790015082,0,0,353
6,29,126,11,186.6678010051146,156.13968400521117,0,0,362
4,30,126,11,1.3908190003348864,0.6449799998335948,0,0,13
6,30,126,11,126.48256500688149,117.16648300853194,0,0,372
4,31,126,11,0.9385789999214467,0.4572690004351898,0,0,13
5,31,126,11,13.605851999727747,13.09766500025944,0,0,12
6,31,126,11,478.1177340069007,398.86026000567654,0,0,381
4,32,126,11,19.925288999729673,0.7824580002306902,0,0,13
5,32,126,11,241.27640300002895,242.02104599999075,0,0,12
6,32,126,11,694.3663180118165,688.7375670094116,0,0,390
4,33,126,11,1.3377620002756885,0.9673819999989064,0,0,13
5,33,126,11,104.02760499982833,103.55604699998366,0,0,12
6,33,126,11,1595.9851509992404,1619.0218869996897,0,0,406
4,34,126,11,1.1578600001485029,0.6541439997818088,0,0,13
5,34,126,11,19.972193999819865,19.303490999391215,0,0,12
6,34,126,11,186.96479299296698,214.16882799303494,0,0,421
4,35,126,11,1.3731569997617044,0.6632760000684357,0,0,13
5,35,126,11,29.543066000314866,28.70073100029913,0,0,12
6,35,126,11,334.1678750007304,298.9444090003417,0,0,432
6,36,126,11,162.09614299805253,144.2746649968285,0,0,451
4,37,126,11,1.4048049997654743,0.5924189999859664,0,0,14
5,37,126,11,16.79608399990684,16.080559999863908,0,0,13
6,37,126,11,323.9787039988187,216.7462510024052,0,0,463
4,38,126,11,1.2021679999634216,0.6008600003042375,0,0,14
5,38,126,11,15.981914999883884,15.361516999746527,0,0,13
6,38,126,11,225.08525299281246,179.23430899236337,0,0,481
5,39,126,11,15.17270299973461,14.595525000004272,0,0,13
6,39,126,11,136.5170610115456,122.42019101313417,0,0,493
5,40,126,11,13.758294999661302,13.238443999398442,0,0,13
6,40,126,11,127.06157399134099,115.77086199167752,0,0,508
5,41,126,11,12.205398999867612,11.715357999946718,0,0,13
6,41,126,11,214.09235999499288,108.75662299395117,0,0,514
4,42,126,11,1.6300530000989966,1.0348119999434857,0,0,17
5,42,126,11,79.69520899996496,78.86958100016273,0,0,13
6,42,126,11,732.0849509842446,654.2248869850482,0,0,531
5,43,126,11,52.37982300013755,30.128841000077955,0,0,13
6,43,126,11,918.279488004373,816.0469020053824,0,0,537
5,44,126,11,56.472355000096286,55.12783800031684,0,0,13
6,44,126,11,938.3131470103763,801.613689009173,0,0,555
4,45,126,11,1.492934999987483,0.6878000003780471,0,0,19
5,45,126,11,164.7438280001552,141.56151200040767,0,0,13
6,45,126,11,674.9379509915343,577.4043999899732,0,0,566
4,46,126,11,0.9328690002803341,0.4569630000332836,0,0,19
5,46,126,11,13.138326999523997,12.607994999598304,0,0,13
6,46,126,11,128.4458510008335,115.24126100039211,0,0,580
6,47,126,11,116.15975399945455,103.86421300063375,0,0,590
5,48,126,11,12.373932999707904,11.880566999479925,0,0,14
6,48,126,11,122.25495999473424,106.38936999202997,0,0,597
5,49,126,11,12.952651999967202,12.442905999705545,0,0,14
6,49,126,11,137.04383400045117,123.22539900014817,0,0,610
4,50,126,11,0.8895000000848086,0.4270889999133942,0,0,22
5,50,126,11,11.917468999854464,11.393873999622883,0,0,14
6,50,126,11,124.42880299249737,110.51350599291254,0,0,622
4,51,126,11,1.3727190003010037,0.7600820003972331,0,0,22
5,51,126,11,15.268305000063265,14.786436000122194,0,0,14
6,51,126,11,126.9628859945442,109.17095099330254,0,0,632
4,52,126,11,0.924582999687118,0.4469279997465492,0,0,22
5,52,126,11,12.740398999994795,12.246626999967702,0,0,14
6,52,126,11,128.69029299599788,139.9254679963633,0,0,644
4,53,126,11,1.0679510000954906,0.5122319998918101,0,0,22
6,53,126,11,144.46084000428527,123.88578000627604,0,0,649
4,54,126,11,0.9886240000014368,0.4969249998794112,0,0,22
6,54,126,11,143.97646399856967,129.3513759956113,0,0,664
4,55,126,11,1.1008109995600535,0.4202320001240878,0,0,22
6,55,126,11,132.7190400006657,118.5038180005904,0,0,685
5,56,126,11,14.690124999560794,14.109783000094467,0,0,17
6,56,126,11,215.81619798826068,140.116736987693,0,0,697
4,57,126,11,1.2266570001884247,0.8577519997743366,0,0,23
5,57,126,11,62.8293009999652,62.098766999952204,0,0,17
6,57,126,11,877.3727199904897,827.7540559893168,0,0,711
5,58,126,11,99.10865800020474,75.94697800004724,0,0,17
6,58,126,11,425.690906998625,410.50976900032765,0,0,718
4,59,126,11,1.0427029997117643,0.5667659997925512,0,0,24
5,59,126,11,14.36359600029391,13.781237000330293,0,0,17
6,59,126,11,162.5423050122663,142.8971040113538,0,0,735
4,60,126,11,0.918457000352646,0.5054579996794928,0,0,24
5,60,126,11,12.275180999949953,11.823541000012483,0,0,17
6,60,126,11,121.90708100706615,109.43432800922892,0,0,748
6,61,126,11,909.0077400019254,893.6489370003073,0,0,761
4,62,126,11,0.9471079997638299,0.501256999996258,0,0,25
5,62,126,11,21.53392000036547,20.848358000421285,0,0,18
6,62,126,11,1093.303646991444,1026.8561509915344,0,0,770
4,63,126,11,1.1792720001722046,0.5741999998463143,0,0,25
5,63,126,11,16.888415000266832,16.263891000107833,0,0,18
6,63,126,11,366.7738149974866,306.988150000052,0,0,782
4,64,126,11,12.91352199996254,0.6877340001665289,0,0,25
5,64,126,11,224.43397100005313,188.30606000028638,0,0,18
6,64,126,11,962.5296770018394,921.2275390036666,0,0,789
4,65,126,11,9.48906200028432,0.7104139999682957,0,0,25
5,65,126,11,59.688516999813146,58.85289299976648,0,0,18
6,65,126,11,776.4570360127436,662.3218500144503,0,0,803
4,66,126,11,1.1250210000071093,0.5525209999177605,0,0,25
6,66,126,11,133.07671900975038,120.4374160088264,0,0,814
6,67,126,11,115.7173089841308,101.8282159861883,0,0,822
5,68,126,11,12.005273999875499,11.512970999774552,0,0,20
6,68,126,11,122.83235600125408,110.81974600210742,0,0,835
4,69,126,11,0.9047649996318796,0.4414800000631658,0,0,27
6,69,126,11,150.3645689986115,137.64818899926468,0,0,848
4,70,126,11,0.9501710001131869,0.4780280000886705,0,0,27
6,70,126,11,129.39287801691535,118.7587410154265,0,0,866
5,71,126,11,13.473330000124406,12.946515000294312,0,0,22
6,71,126,11,125.86032900526334,111.14416200643973,0,0,873
4,72,126,11,0.9031409999806783,0.4382659999464522,0,0,28
6,72,126,11,159.92260999928476,136.37388499955705,0,0,887
4,73,126,11,1.07557999990604,0.5157549999239563,0,0,28
5,73,126,11,307.8242589999718,306.79125699953147,0,0,23
6,73,126,11,1049.258717003795,939.7834210035398,0,0,901
4,74,126,11,7.292519999737124,0.8791199998086086,0,0,28
6,74,126,11,885.9373530076482,861.691325007996,0,0,915
4,75,126,11,5.028297999615461,3.883464999944408,0,0,28
6,75,126,11,868.4388220062829,854.0973190047225,0,0,931
4,76,126,11,0.9177509996334265,0.4465530000743456,0,0,28
5,76,126,11,12.535067999579041,12.044197999784956,0,0,25
6,76,126,11,133.20648900389642,135.52866200188873,0,0,941
4,77,126,11,21.96127500019429,1.150875999883283,0,0,28
6,77,126,11,1280.3964830013683,1160.8175600017603,0,0,959
4,78,126,11,6.570369000201026,2.6163159996031027,0,0,28
5,78,126,11,59.56445399988297,45.54925899992668,0,0,26
6,78,126,11,741.7048450024595,639.1317460011123,0,0,975
4,79,126,11,1.193210999645089,24.626676000025327,0,0,28
5,79,126,11,157.37666899985925,152.55643099953886,0,0,26
6,79,126,11,1210.3065569849605,1118.3995079859415,0,0,986
4,80,126,11,1.1617860000114888,0.5644420002681727,0,0,28
6,80,126,11,286.7080300015914,240.05980199854093,0,0,998
4,81,126,11,1.2534870002127718,1.545098000406142,0,0,28
5,81,126,11,106.21622699954969,81.55923199956305,0,0,27
6,81,126,11,1096.6369210054836,1004.7924370051078,0,0,1008
4,82,126,11,2.633005999996385,1.2360020000414806,0,0,28
5,82,126,11,85.12599000005139,68.33738999966954,0,0,27
6,82,126,11,480.46968101652965,455.3709580159193,0,0,1018
5,83,126,11,15.72291899992706,15.09942599977876,0,0,27
6,83,126,11,156.46352400062824,139.2105609988903,0,0,1028
4,84,126,11,1.031056000101671,0.5136889999448613,0,0,29
6,84,126,11,147.2918650097199,134.9663380092352,0,0,1041
5,85,126,11,31.485004999467492,31.35261899979014,0,0,28
6,85,126,11,1476.5374389876342,1414.8106619868486,0,0,1054
6,86,126,11,744.2351690006035,646.22909800255,0,0,1067
4,87,126,11,1.2717869999505638,0.6125689997134032,0,0,31
5,87,126,11,64.06854799979556,63.32548399996085,0,0,29
6,87,126,11,1190.4024919949734,987.1528649928223,0,0,1078
4,88,126,11,54.70810999986497,3.815784999915195,0,0,31
6,88,126,11,1067.7134249981464,864.6909879967097,0,0,1088
4,89,126,11,2.689853999982006,0.7706259998485621,0,0,31
6,89,126,11,1125.4817450053451,934.4980720065905,0,0,1099
5,90,126,11,145.02763000018604,134.82711699998617,0,0,31
6,90,126,11,797.3987010136625,714.8309910139687,0,0,1111
5,91,126,11,158.70897800004968,156.78761799972563,0,0,31
6,91,126,11,646.9413190002342,630.151140001999,0,0,1124
4,92,126,11,0.9843819998422987,0.460175000171148,0,0,33
5,92,126,11,13.182945000608015,12.633663000087836,0,0,31
6,92,126,11,295.97075699575726,303.84273999607103,0,0,1134
4,93,126,11,1.0758559997157136,0.5082989996481047,0,0,33
5,93,126,11,14.991008999459154,14.361569999437052,0,0,31
6,93,126,11,226.88715199956278,193.23849600004905,0,0,1150
4,94,126,11,1.134620999891922,0.5421680002655194,0,0,33
6,94,126,11,170.53251699917382,146.5895219967024,0,0,1164
4,95,126,11,0.9263319998353836,0.490163999984361,0,0,33
5,95,126,11,12.884609999673557,12.379450999560504,0,0,32
6,95,126,11,122.06773700199847,110.96863000238955,0,0,1181
6,96,126,11,205.54051799990702,213.55640099909579,0,0,1194
4,97,126,11,1.0057039999082917,0.4884689997197711,0,0,34
6,97,126,11,116.75991000674912,106.49947000592874,0,0,1208
5,98,126,11,13.360603999899467,12.855090999892127,0,0,34
6,98,126,11,202.50803599856226,188.31786899818326,0,0,1218
4,99,126,11,0.9899730002871365,0.461429999631946,0,0,35
5,99,126,11,13.421784000456682,12.731291000363854,0,0,34
6,99,126,11,120.51692500153877,105.82549000082508,0,0,1229
4,0,190,11,1.6308740000567923,0.8484040004077542,0,0,35
5,0,190,11,25.163282999983494,24.29003699990062,0,0,34
6,0,190,11,352.7095710105641,312.9581900084304,0,0,1231
4,1,190,11,1.588619999893126,2.367348999996466,0,0,35
5,1,190,11,151.10285799983103,179.11661800008005,0,0,34
6,1,190,11,380.52994401414253,351.71237001441114,0,0,1234
4,2,190,11,1.1923519996344112,0.5959250001978944,0,0,35
5,2,190,11,18.17583599995487,17.414948999885382,0,0,34
6,2,190,11,244.55744200167828,197.49145300329474,0,0,1237
4,3,190,11,1.3523979996534763,0.663530000110768,0,0,35
5,3,190,11,19.98900800026604,19.260061000295536,0,0,34
6,3,190,11,300.79673900763737,265.1967980059453,0,0,1239
4,4,190,11,1.3369409998631454,0.6488180001724686,0,0,35
5,4,190,11,20.77103999999963,20.04285799966965,0,0,34
6,4,190,11,416.44945100597397,431.03812100480354,0,0,1242
4,5,190,11,1.5335580001192284,0.7645569999112922,0,0,35
5,5,190,11,321.9557810002698,320.9744270002375,0,0,34
6,5,190,11,1983.2201130038811,1693.7000740035728,0,0,1245
4,6,190,11,1.36605999978201,0.680239999837795,0,0,35
5,6,190,11,20.767588000126125,20.07030200002191,0,0,34
6,6,190,11,270.9800729971903,242.11594099369904,0,0,1249
4,7,190,11,1.4981919998717785,0.7553720001851616,0,0,35
5,7,190,11,22.516503999668203,21.613075999539433,0,0,34
6,7,190,11,251.57522300696655,226.6521220112736,0,0,1250
4,8,190,11,1.2126159999752417,0.579903000016202,0,0,35
5,8,190,11,18.199725999693328,17.54670900027122,0,0,34
6,8,190,11,402.6425209954141,398.2500309975876,0,0,1253
4,9,190,11,2.7541449999262113,6.953782999971736,0,0,35
5,9,190,11,113.2174379999924,108.36001400002715,0,0,34
6,9,190,11,680.7121170086248,621.5330870077196,0,0,1257
5,10,190,11,28.415877999577788,27.445617000012135,0,0,34
6,10,190,11,331.6827459952947,285.1610049942792,0,0,1260
4,11,190,11,1.4305390000117768,0.6922030001987878,0,0,36
5,11,190,11,25.213212999915413,24.365017000491207,0,0,34
6,11,190,11,357.0433240179227,318.0851160182101,0,0,1262
4,12,190,11,1.4569519998985925,0.8980239999800688,0,0,36
5,12,190,11,22.92019700007586,22.151726000174676,0,0,34
6,12,190,11,431.82028998990063,390.51886899005694,0,0,1264
4,13,190,11,1.6934549998950388,0.6942149998394598,0,0,36
5,13,190,11,24.02874300014446,23.175036000338878,0,0,34
6,13,190,11,355.3617900010977,307.5367040041783,0,0,1265
4,14,190,11,1.933681000082288,2.695643999686581,0,0,36
6,14,190,11,571.0563960178661,528.193554016525,0,0,1269
4,15,190,11,2.17454900030134,0.7819219999873894,0,0,36
5,15,190,11,54.58905799969216,37.48784200024602,0,0,35
6,15,190,11,787.2709570087864,738.2797060067787,0,0,1271
4,16,190,11,1.659044999996695,0.994054999864602,0,0,36
5,16,190,11,25.67781300012939,24.736618000133603,0,0,35
6,16,190,11,344.802598010574,294.6741790124179,0,0,1276
4,17,190,11,1.3412889998107858,0.6664839997938543,0,0,36
5,17,190,11,24.122795000039332,23.268255999937537,0,0,35
6,17,190,11,342.57909398593256,295.83755198927975,0,0,1280
4,18,190,11,3.114881999863428,0.7647869997526868,0,0,36
5,18,190,11,27.16359600026408,26.123825000013312,0,0,35
6,18,190,11,730.2169560052789,626.9452010064924,0,0,1283
4,19,190,11,1.8558629999461118,0.8830429997033207,0,0,36
5,19,190,11,135.64177100033703,133.70916400026545,0,0,35
6,19,190,11,513.3565970072596,491.20124300725365,0,0,1285
4,20,190,11,1.3079459999971732,0.6549949998770899,0,0,36
5,20,190,11,20.49713900032657,19.797857999947155,0,0,35
6,20,190,11,293.605641987142,269.1219689868376,0,0,1287
4,21,190,11,1.2083229999007017,0.5902660000174365,0,0,36
5,21,190,11,18.632324999998673,17.93576300042332,0,0,35
6,21,190,11,292.34792399893195,251.1171829992236,0,0,1289
4,22,190,11,1.3621729999613308,0.6604380000680976,0,0,36
5,22,190,11,20.1345720001882,19.39682400006859,0,0,35
6,22,190,11,275.7914089957012,245.21418199492473,0,0,1295
4,23,190,11,1.5475089999199554,0.7696440002291638,0,0,36
5,23,190,11,23.884838999947533,23.056376000113232,0,0,35
6,23,190,11,336.8073199853825,295.3089609836752,0,0,1298
4,24,190,11,1.3435690002552292,0.6464640000558575,0,0,36
5,24,190,11,20.093667000310234,19.19146600039312,0,0,35
6,24,190,11,264.8098719982954,231.54654499603566,0,0,1301
4,25,190,11,1.3099039997541695,0.6489299998975184,0,0,36
5,25,190,11,20.362505999855784,19.711691999873437,0,0,35
6,25,190,11,279.086525000821,248.74745700208223,0,0,1303
4,26,190,11,1.8564040001365356,0.6806119999964722,0,0,36
5,26,190,11,23.08085000004212,22.343981999711104,0,0,35
6,26,190,11,256.5732520151869,228.75711501546903,0,0,1307
4,27,190,11,1.2893289999738045,0.6320040001810412,0,0,36
5,27,190,11,20.893983999940247,20.276863000162848,0,0,35
6,27,190,11,275.71213699638975,246.3992149951082,0,0,1312
4,28,190,11,1.3085489999866695,0.6764570002815162,0,0,36
5,28,190,11,20.513767000011285,19.74626800029,0,0,35
6,28,190,11,276.45870599644695,251.85547499904715,0,0,1314
5,29,190,11,18.33816199996363,17.695166000521567,0,0,35
6,29,190,11,274.0856660020654,239.2909320024046,0,0,1314
4,30,190,11,1.3176869997550966,0.6037850002940104,0,0,37
5,30,190,11,18.30285100004403,17.63043099981587,0,0,35
6,30,190,11,234.8470399829239,207.44204498123509,0,0,1319
4,31,190,11,1.1904749999303021,0.5898429999433574,0,0,37
5,31,190,11,17.875862000437337,17.236352000509214,0,0,35
6,31,190,11,275.873469000544,246.8997830023909,0,0,1320
4,32,190,11,1.2058170000273094,0.6569580000359565,0,0,37
5,32,190,11,19.254722999903606,18.525157000112813,0,0,35
6,32,190,11,268.71668200328713,240.6734140045046,0,0,1328
4,33,190,11,1.3623770000776858,0.615425999967556,0,0,37
5,33,190,11,19.19411900007617,18.507466000301065,0,0,35
6,33,190,11,188.13487999932477,166.02493400023377,0,0,1330
4,34,190,11,3.147460000036517,1.7887869998958195,0,0,37
5,34,190,11,34.87770699985049,44.549185000050784,0,0,35
6,34,190,11,392.14652098917213,351.27246499132525,0,0,1331
4,35,190,11,1.942532000157371,0.7167529997786914,0,0,37
5,35,190,11,25.89182500014431,24.882188999981736,0,0,35
6,35,190,11,302.5132919956377,265.21950599681077,0,0,1334
4,36,190,11,1.397464000092441,0.915389000056166,0,0,37
5,36,190,11,23.393471999952453,22.571848000097816,0,0,35
6,36,190,11,342.0161959925281,301.5291129927391,0,0,1336
4,37,190,11,1.3645019998875796,0.6608830003642652,0,0,37
5,37,190,11,21.128280000084487,20.4230910003389,0,0,35
6,37,190,11,271.55242900198573,240.16104900192659,0,0,1340
4,38,190,11,1.5711860000919842,0.6600309998248122,0,0,37
5,38,190,11,22.306713000489253,21.337648000098852,0,0,35
6,38,190,11,370.22023301506124,331.5809330160846,0,0,1344
4,39,190,11,1.328390000253421,0.6575370002792624,0,0,37
6,39,190,11,346.4022760190346,274.4145510173439,0,0,1345
6,40,190,11,408.0232059941409,361.9146359960723,0,0,1350
4,41,190,11,1.6610019997642667,0.7530079997195571,0,0,38
5,41,190,11,23.74918899977274,22.955832999741688,0,0,36
6,41,190,11,333.68910000626784,295.61549900336104,0,0,1352
4,42,190,11,1.594769000348606,0.8062489996518707,0,0,38
5,42,190,11,25.204443999882642,24.10875900022802,0,0,36
6,42,190,11,309.12833899674297,273.9753719993132,0,0,1353
4,43,190,11,1.384957000027498,0.6905700001880177,0,0,38
5,43,190,11,23.400456000217673,22.55026300008467,0,0,36
6,43,190,11,347.12488498553284,303.93729698607785,0,0,1358
4,44,190,11,1.591056000052049,0.7373550001830154,0,0,38
5,44,190,11,22.445778000019345,21.862059999875783,0,0,36
6,44,190,11,347.43658399384003,307.07587999222596,0,0,1361
4,45,190,11,5.977146000077482,8.919558999878063,0,0,38
5,45,190,11,24.05231400007324,23.1649870002002,0,0,36
6,45,190,11,299.7018170149204,267.07795300990256,0,0,1363
4,46,190,11,1.9248939997851267,0.7467350001206796,0,0,38
5,46,190,11,24.008660000163218,22.923031000573246,0,0,36
6,46,190,11,372.324696002579,335.14771100317375,0,0,1371
4,47,190,11,1.4808959999754734,0.700929999766231,0,0,38
5,47,190,11,27.652442999624327,25.97628400008034,0,0,36
6,47,190,11,520.7470269970145,589.1888289975213,0,0,1373
4,48,190,11,1.8420629999127414,0.7634200001120917,0,0,38
5,48,190,11,26.518530000430474,25.113940000210278,0,0,36
6,48,190,11,1072.1861390011327,994.9430630008465,0,0,1381
4,49,190,11,1.2783259999196162,0.6149020000520977,0,0,38
5,49,190,11,20.324533999882988,19.60436600029425,0,0,36
6,49,190,11,477.4522819889171,406.47293498750514,0,0,1388
4,50,190,11,1.4242160000321746,0.7149620000745927,0,0,38
5,50,190,11,22.33613099951981,21.60080899921013,0,0,36
6,50,190,11,292.6058599928183,262.8171349929289,0,0,1392
4,51,190,11,1.5083399998729874,0.7614060000378231,0,0,38
6,51,190,11,373.4868540013849,309.87181500131555,0,0,1398
4,52,190,11,2.2295449998637196,0.9856159999799274,0,0,38
5,52,190,11,150.68556900041585,149.74446399992303,0,0,37
6,52,190,11,834.4210009945527,801.9352099972821,0,0,1399
4,53,190,11,1.3305940001373529,0.6368500003191002,0,0,38
5,53,190,11,19.976053999471333,19.25952299961864,0,0,37
6,53,190,11,220.38831800909975,197.1941630076799,0,0,1400
4,54,190,11,1.2192909998702817,0.5926260000705952,0,0,38
5,54,190,11,18.700380999689514,18.000465000113763,0,0,37
6,54,190,11,253.32908500377016,221.75189700237752,0,0,1402
4,55,190,11,1.2378809997244389,0.5831729999954405,0,0,38
5,55,190,11,18.27608900021005,17.629678000048443,0,0,37
6,55,190,11,227.96327199785082,202.7280360007353,0,0,1403
5,56,190,11,18.518852999932278,17.860620000192284,0,0,37
6,56,190,11,365.42791998999746,286.21000699104115,0,0,1405
4,57,190,11,1.725835999877745,0.8463220001431182,0,0,39
6,57,190,11,317.2038529987731,280.6601100014632,0,0,1407
4,58,190,11,1.2311229997976625,0.6089280000196595,0,0,39
5,58,190,11,18.83136700007526,18.186450000030163,0,0,38
6,58,190,11,287.2963230120149,271.878167012801,0,0,1410
4,59,190,11,2.648849999786762,0.9210609996443964,0,0,39
5,59,190,11,30.986103000032017,30.26404799993543,0,0,38
6,59,190,11,271.82215901075324,241.58291101139184,0,0,1410
4,60,190,11,1.2345689997346199,0.6931369998710579,0,0,39
5,60,190,11,18.902047000210587,18.2430990003013,0,0,38
6,60,190,11,292.02803200269045,252.95730300149444,0,0,1414
4,61,190,11,1.311884999722679,0.748273000226618,0,0,39
5,61,190,11,19.929222999962803,19.22971600015444,0,0,38
6,61,190,11,214.9533799870369,188.47677698613552,0,0,1415
4,62,190,11,1.2929239996992692,0.6318069999906584,0,0,39
5,62,190,11,20.69261699944036,19.933493999360508,0,0,38
6,62,190,11,276.3907919920712,196.47889299358212,0,0,1417
4,63,190,11,1.7900950001603633,0.8855760002006718,0,0,39
5,63,190,11,27.535989000170957,26.488357999824075,0,0,38
6,63,190,11,288.49963699713044,259.1757729960591,0,0,1419
4,64,190,11,1.2617689999387949,0.5955840001661272,0,0,39
5,64,190,11,19.190122000054544,18.522218999805773,0,0,38
6,64,190,11,251.72846599343757,219.22445199697904,0,0,1422
5,65,190,11,18.92842000006567,18.257296000228962,0,0,38
6,65,190,11,257.7781830004824,227.6877630015406,0,0,1426
4,66,190,11,1.2743319998662628,0.599601999965671,0,0,40
5,66,190,11,18.53451099987069,17.73552299982839,0,0,38
6,66,190,11,250.08867500855558,223.10245200878853,0,0,1428
4,67,190,11,1.2702090002676414,0.5842450000272947,0,0,40
5,67,190,11,17.92210299981889,17.238903999896138,0,0,38
6,67,190,11,344.862896012728,291.04972001232454,0,0,1430
4,68,190,11,15.54339800031812,0.9327080001639843,0,0,40
5,68,190,11,79.77046600035465,79.69290900018677,0,0,38
6,68,190,11,487.47857198168276,455.65993698164675,0,0,1432
4,69,190,11,1.2793189998774324,0.609345000157191,0,0,40
5,69,190,11,18.922299999758252,18.20294399976774,0,0,38
6,69,190,11,269.3644279875116,235.12241498565345,0,0,1435
4,70,190,11,1.4004149998072535,0.6276369999795861,0,0,40
5,70,190,11,20.22864800028401,19.499226000334602,0,0,38
6,70,190,11,354.18572398930337,317.76282298869774,0,0,1438
4,71,190,11,1.3385100000959937,0.6448840003940859,0,0,40
5,71,190,11,19.854362000387482,19.136801000058767,0,0,38
6,71,190,11,281.9907659895762,253.53819899146401,0,0,1442
4,72,190,11,1.2107419997846591,0.5940940000073169,0,0,40
5,72,190,11,18.462958999862167,17.83157099998789,0,0,38
6,72,190,11,306.58952500425585,258.21472500456366,0,0,1446
4,73,190,11,1.3692060001631035,0.6643370002166193,0,0,40
5,73,190,11,20.827180999731354,20.098073000099248,0,0,38
6,73,190,11,279.2489820149058,248.73155601426333,0,0,1453
4,74,190,11,1.2994230000913376,0.6012570001985296,0,0,40
5,74,190,11,19.076317000326526,18.409900999813544,0,0,38
6,74,190,11,271.2860320070831,233.6046710061055,0,0,1456
4,75,190,11,1.2472220000745438,0.5772810000053141,0,0,40
5,75,190,11,18.266343999584933,17.577524999978777,0,0,38
6,75,190,11,209.10855900228853,184.68359000007695,0,0,1460
4,76,190,11,1.287244000195642,0.5817129999741155,0,0,40
5,76,190,11,17.81755499996507,17.09320400004799,0,0,38
