File,Iteration,Max_columns,Duration_w_all_Columns,Duration_w_max_columns,Num_op_w_all_columns,Num_op_w_max_columns,Number of error
5,51,11,29.310994999832474,28.17083499940054,0,0,0
6,51,11,475.7676950066525,403.2904510031585,0,0,53
4,52,11,4.568712999571289,2.2517179995702463,0,0,0
5,52,11,122.94910800028447,125.02525999934733,0,0,0
6,52,11,2332.9007159745743,2120.724168972629,0,0,53
4,53,11,2.066284000648011,0.9387879999849247,0,0,0
5,53,11,32.63907999917137,31.55140999933792,0,0,0
6,53,11,742.4533350204001,686.976945020433,0,0,54
4,54,11,2.3229680000440567,1.035724999383092,0,0,0
5,54,11,35.98874199997226,34.81575300065742,0,0,0
6,54,11,509.001000014905,455.06321600805677,0,0,55
4,55,11,1.811899000131234,0.8836469996822416,0,0,0
5,55,11,29.816232000484888,28.555349999805912,0,0,0
6,55,11,524.3559440041281,439.60430200968403,0,0,56
4,56,11,1.7832330004239338,0.8570509999117348,0,0,0
5,56,11,30.314564000036626,29.228085999420728,0,0,0
6,56,11,456.6765549770935,394.99911097573204,0,0,56
4,57,11,2.106420000018261,1.353730999653635,0,0,0
5,57,11,33.911327999703644,32.22828700017999,0,0,0
6,57,11,513.0097600049339,454.3493900055182,0,0,58
4,58,11,2.608702000543417,1.29873000059888,0,0,0
5,58,11,53.336698999373766,52.25446699932945,0,0,0
6,58,11,504.1921839965653,450.0187389958228,0,0,58
4,59,11,1.8115149996447144,0.9407580000697635,0,0,0
5,59,11,29.458711999723164,28.459381999709876,0,0,0
6,59,11,529.6753719758271,477.15762697316677,0,0,58
5,60,11,29.30274299978919,28.242806000889686,0,0,0
6,60,11,406.6953869723875,345.8240309746543,0,0,59
4,61,11,1.7233290000149282,0.837837999824842,0,0,1
5,61,11,27.992067000013776,26.96035799999663,0,0,0
6,61,11,306.1523969836344,271.05434798613715,0,0,60
4,62,11,1.720657000078063,1.718290000098932,0,0,1
5,62,11,25.811204000092403,24.87703299993882,0,0,0
6,62,11,456.68805799869006,408.43451999990066,0,0,61
4,63,11,2.0536960000754334,0.9633809995648335,0,0,1
5,63,11,29.176453000218316,27.54912399996101,0,0,0
6,63,11,429.8592760014799,376.1292009921817,0,0,62
4,64,11,1.9832039997709217,0.8566890001020511,0,0,1
5,64,11,29.681148000236135,28.78566600065824,0,0,0
6,64,11,342.1589659938036,295.9228899999289,0,0,62
4,65,11,2.493091999895114,1.3173739998819656,0,0,1
5,65,11,47.8622370001176,46.76036099954217,0,0,0
6,65,11,691.5453409992551,617.4048000002585,0,0,64
4,66,11,2.8746490006597014,1.3979529994685436,0,0,1
5,66,11,42.129165000915236,40.86577500038402,0,0,0
6,66,11,668.6046219820128,581.2565869855462,0,0,64
4,67,11,2.0423339992703404,1.5597649999108398,0,0,1
5,67,11,63.40120999902865,62.441832999866165,0,0,0
6,67,11,468.8895409944962,416.5389499894445,0,0,65
4,68,11,1.8833109998013242,1.134584000283212,0,0,1
5,68,11,29.917025000031572,28.85344499918574,0,0,0
6,68,11,549.4416540232123,499.9730450199422,0,0,65
4,69,11,2.3035140002320986,1.0616130002745194,0,0,1
5,69,11,31.16816499914421,30.10763899965241,0,0,0
6,69,11,551.7296010239079,477.64802402525675,0,0,67
4,70,11,2.935507000074722,2.3255189998963033,0,0,1
5,70,11,35.63783500067075,34.49122000074567,0,0,0
6,70,11,671.8947420013137,603.1032909995702,0,0,68
4,71,11,9.476727999754075,1.7459129994676914,0,0,1
5,71,11,89.88078199945448,86.85256499938987,0,0,0
6,71,11,552.8011799697197,487.53687797216116,0,0,69
4,72,11,1.857698999629065,0.900969000213081,0,0,1
5,72,11,30.72870000050898,29.56991700011713,0,0,0
6,72,11,414.5886679943942,395.37749399460154,0,0,71
4,73,11,2.2469030000138446,1.2898900004074676,0,0,1
5,73,11,32.07319800003461,31.544946000394702,0,0,0
6,73,11,427.28294497737807,378.2432099815196,0,0,71
4,74,11,7.600513999932446,4.320803999689815,0,0,1
5,74,11,64.56468800024595,62.932189000093786,0,0,0
6,74,11,561.7261479847002,518.1105179835868,0,0,72
4,75,11,2.1141150000403286,0.9148890003416454,0,0,1
5,75,11,34.44944599959854,33.348060000207624,0,0,0
6,75,11,421.5921739832993,369.5071939864647,0,0,72
4,76,11,1.8893670003308216,0.9104540004045703,0,0,1
5,76,11,30.43768000043201,29.34635099973093,0,0,0
6,76,11,580.7646170096632,466.1165500083371,0,0,73
4,77,11,2.518568000596133,1.1136359998999978,0,0,1
5,77,11,35.91309699913836,34.71615600028599,0,0,0
6,77,11,444.26344896419323,399.1267009660078,0,0,74
4,78,11,1.940150000336871,1.345239999864134,0,0,1
5,78,11,31.880165999609744,30.782087000261527,0,0,0
6,78,11,437.1258360069987,384.7346630127504,0,0,74
4,79,11,3.8953040002525086,56.913936999990256,0,0,1
5,79,11,304.9060070006817,282.47063100025116,0,0,0
6,79,11,3516.2438689940245,3366.6298809966975,0,0,75
4,80,11,37.98238899980788,1.1287899997114437,0,0,1
5,80,11,93.67515199846821,92.7685719989313,0,0,0
6,80,11,569.3096750019322,507.7727420029987,0,0,75
4,81,11,2.106961999743362,0.9914940001181094,0,0,1
5,81,11,33.63037399958557,32.38232199964841,0,0,0
6,81,11,661.6274519983563,587.4223709934085,0,0,75
4,82,11,2.2055040008126525,1.1785869992309017,0,0,1
5,82,11,31.314234000092256,29.673471999558387,0,0,0
6,82,11,585.8278769946992,446.6594899949996,0,0,75
4,83,11,2.6518349995967583,1.0797369995998451,0,0,1
5,83,11,34.99912599909294,33.77694299979339,0,0,0
6,83,11,396.08147601302335,343.01464101372403,0,0,76
4,84,11,2.207238000664802,1.4560549998350325,0,0,1
5,84,11,41.366825999830326,39.941829999406764,0,0,0
6,84,11,952.0340510080132,687.105951013109,0,0,77
4,85,11,2.181464000386768,1.0276789998897584,0,0,1
5,85,11,34.24312800052576,33.280053000453336,0,0,0
6,85,11,547.1825790164075,480.2555010201104,0,0,78
4,86,11,2.276909000102023,2.8282679995754734,0,0,1
5,86,11,37.01914900102565,35.7019240000227,0,0,0
6,86,11,642.9824899869345,508.1118519883603,0,0,79
4,87,11,2.820902000166825,1.2671659997067763,0,0,1
5,87,11,37.604038999234035,36.26707800049189,0,0,0
6,87,11,574.0982499619349,490.832304968535,0,0,80
4,88,11,1.7739379991326132,0.8681790004629875,0,0,1
5,88,11,31.467580000935413,30.39000700118777,0,0,0
6,88,11,508.49109396767744,445.179604968871,0,0,80
4,89,11,2.4936809995779186,1.0571800003162934,0,0,1
5,89,11,33.17933700054709,32.074311000542366,0,0,0
6,89,11,427.50249797518336,391.68591797533736,0,0,82
4,90,11,1.838821000092139,0.8782550003161305,0,0,1
5,90,11,30.63744399969437,29.527348999181413,0,0,0
6,90,11,436.8265659923054,392.50453399381513,0,0,82
4,91,11,2.378682999733428,1.130347999605874,0,0,1
5,91,11,36.247132999051246,35.08659299950523,0,0,0
6,91,11,413.28007099127717,361.8980409883079,0,0,82
4,92,11,2.025841000431683,1.015378000374767,0,0,1
5,92,11,33.73550700052874,32.59106400037126,0,0,0
6,92,11,478.3820640277554,422.4040890203469,0,0,82
4,93,11,2.4920969999584486,1.76722099968174,0,0,1
5,93,11,71.36109100065369,69.51286300045467,0,0,0
6,93,11,445.8017340002698,407.8727340047408,0,0,83
4,94,11,2.3659840007894672,9.419604999493458,0,0,1
5,94,11,129.77100200077984,128.27763900077116,0,0,0
6,94,11,550.0118070012832,494.7363320043223,0,0,83
4,95,11,2.0182609996481915,0.9917460001815925,0,0,1
5,95,11,31.26257399981114,30.107442999906198,0,0,0
6,95,11,507.60119401093107,454.076617008468,0,0,85
4,96,11,2.5267080000048736,1.0242570006084861,0,0,1
5,96,11,30.481386999781535,29.454438000357186,0,0,0
6,96,11,717.3855390201425,513.6610020199441,0,0,86
4,97,11,2.155228000447096,1.0798909997902228,0,0,1
5,97,11,33.139699999992445,31.93908499997633,0,0,0
6,97,11,744.9825429994235,679.2015509972771,0,0,86
4,98,11,2.143215000614873,0.981090000095719,0,0,1
5,98,11,36.75133399974584,35.50482500031649,0,0,0
6,98,11,593.1947920144012,511.72256201607524,0,0,88
4,99,11,2.03633399996761,1.2554229997476796,0,0,1
5,99,11,30.30428099918936,29.2971970002327,0,0,0
6,99,11,794.7601320174726,706.8369760127098,0,0,88
4,100,11,26.83353900010843,3.1637939991924213,0,0,1
5,100,11,135.1705690003655,131.95299800099747,0,0,0
6,100,11,542.847379968407,481.3719299672812,0,0,90
4,101,11,1.8844980004359968,0.9523919998173369,0,0,1
5,101,11,31.17135699994833,30.049442999370513,0,0,0
6,101,11,484.5574379860409,419.18251498736936,0,0,90
4,102,11,2.3602790006407304,3.0781159994148766,0,0,1
5,102,11,49.5851549994768,47.81127699970966,0,0,0
6,102,11,696.411181997064,562.7020269903369,0,0,93
4,103,11,81.52001300004486,58.17635099992913,0,0,1
6,103,11,2678.938360999382,2569.4018849953864,0,0,94
4,104,11,1.8920960001196363,0.9126060003836756,0,0,1
5,104,11,33.777978000216535,32.79210499931651,0,0,0
6,104,11,479.8578260042632,427.44571500134043,0,0,95
4,105,11,5.431525999483711,1.4689859999634791,0,0,1
5,105,11,57.90871499903005,47.081785000045784,0,0,0
6,105,11,835.2491840078073,706.4220590082186,0,0,96
4,106,11,28.427539999938745,2.4261609996756306,0,0,1
5,106,11,383.31314799961547,382.64338499902806,0,0,0
6,106,11,3711.768189989016,3524.60823299225,0,0,97
4,107,11,1.9507870001689298,1.0162770004171762,0,0,1
5,107,11,31.453718999728153,30.254693999268056,0,0,0
6,107,11,402.48321302078693,380.3333640280471,0,0,98
4,108,11,1.8686379999053315,0.8854810002958402,0,0,1
5,108,11,31.261946000086027,30.183555000803608,0,0,0
6,108,11,514.8679460162384,470.4149430090183,0,0,98
4,109,11,2.034746999925119,0.8658070000819862,0,0,1
5,109,11,29.520269999920856,28.307142000812746,0,0,0
6,109,11,478.1809249998332,353.11544600062916,0,0,98
4,110,11,1.8443850003677653,0.9057300003405544,0,0,1
5,110,11,30.821934999039513,29.661765998753253,0,0,0
6,110,11,654.2734620070405,600.0775820029958,0,0,98
4,111,11,2.437402000396105,1.0264590000588214,0,0,1
5,111,11,71.477804001006,65.828500999487,0,0,0
6,111,11,601.0715119928136,529.4420919899494,0,0,98
4,112,11,2.123067999491468,0.9188009998979396,0,0,1
5,112,11,30.104545000540384,28.99538100064092,0,0,0
6,112,11,336.24926000720734,302.29211000460054,0,0,99
4,113,11,2.0839899998463807,1.2125620005463134,0,0,1
5,113,11,28.52145900033065,27.52196300025389,0,0,0
6,113,11,556.1688170000707,512.7040740035227,0,0,99
4,114,11,5.420440000307281,1.276469000003999,0,0,1
5,114,11,55.20518699995591,53.83733599956031,0,0,0
6,114,11,600.8456779863991,465.7562369866355,0,0,99
4,115,11,2.152633000150672,1.020415000311914,0,0,1
5,115,11,38.60111700032576,37.34492300009151,0,0,0
6,115,11,477.33266999875923,418.933974000538,0,0,99
4,116,11,2.220899999883841,1.130513999669347,0,0,1
5,116,11,35.66870800113975,34.22920100092597,0,0,0
6,116,11,579.8325120231311,464.3385970266536,0,0,100
4,117,11,1.8171709998568986,0.8809869996184716,0,0,1
5,117,11,30.5968650000068,29.43016900007933,0,0,0
6,117,11,443.3430209992366,394.40852400275617,0,0,100
4,118,11,1.8189640004493413,0.9078490002139006,0,0,1
5,118,11,31.685681999988446,30.04327500002546,0,0,0
6,118,11,423.51490201963315,376.6940850209721,0,0,101
4,119,11,2.355973999328853,1.4365899996846565,0,0,1
5,119,11,33.337901999402675,31.894476999696053,0,0,0
6,119,11,778.0194220049452,709.1936570059261,0,0,103
4,120,11,1.9173799992131535,0.9549739997964934,0,0,1
5,120,11,40.5109999992419,39.42189999997936,0,0,0
6,120,11,584.031090003009,517.7712800023073,0,0,103
4,121,11,2.053033999800391,0.9475819997533108,0,0,1
5,121,11,30.25342399996589,29.064854999887757,0,0,0
6,121,11,443.4326050013624,375.88509900433564,0,0,104
4,122,11,2.108829999997397,0.9769010002855794,0,0,1
5,122,11,30.937407000237727,29.681790999347868,0,0,0
6,122,11,651.8839280042812,521.3318620035352,0,0,106
4,123,11,2.3288699994736817,1.1335750004946021,0,0,1
5,123,11,38.414962000388186,36.660392999692704,0,0,0
6,123,11,992.4710039958882,933.8647670019782,0,0,107
4,124,11,2.198801000304229,1.0363590008637402,0,0,1
5,124,11,35.04966999935277,33.005278000018734,0,0,0
6,124,11,421.99321400858025,376.20238601175515,0,0,108
4,125,11,2.2253839997574687,1.0756519995993585,0,0,1
6,125,11,467.9771489891209,398.3235719906588,0,0,109
4,126,11,1.8020690004050266,0.8631110003989306,0,0,1
5,126,11,29.46423100092943,28.40531300080329,0,0,0
6,126,11,705.3890910174232,643.3876420187516,0,0,110
4,127,11,3.092703999755031,2.006880000408273,0,0,1
5,127,11,50.87398399973608,49.014231999535696,0,0,0
6,127,11,799.1508740196878,746.7836510186316,0,0,110
4,128,11,1.9078699997407966,0.9101450004891376,0,0,1
5,128,11,37.49183299987635,35.28005900079734,0,0,0
6,128,11,560.1361520075443,493.40593500801333,0,0,110
4,129,11,1.9177439999111812,0.9131659999184194,0,0,1
5,129,11,48.623874999066174,40.38911699899472,0,0,0
6,129,11,465.59694500137994,421.492646999468,0,0,110
4,130,11,1.8248730002596858,1.673354000558902,0,0,1
5,130,11,29.125862999535457,28.014171999529935,0,0,0
6,130,11,453.5813629781842,401.1666209826217,0,0,111
4,131,11,1.884227000118699,0.8516739999322454,0,0,1
5,131,11,29.4749619997674,28.55710900075792,0,0,0
6,131,11,515.4025999627265,442.9876939711903,0,0,113
4,132,11,2.005668000492733,0.9585500001776381,0,0,1
5,132,11,33.97940200011362,32.86208200006513,0,0,0
6,132,11,483.40343901418237,437.29247901774215,0,0,117
4,133,11,1.8440980002196738,0.8824590004223865,0,0,1
5,133,11,33.272362000388966,32.14254999966215,0,0,0
6,133,11,397.63198503897,345.7450140404035,0,0,117
4,134,11,4.425043000082951,2.3830000000089058,0,0,1
6,134,11,689.0218880180328,618.5762740133214,0,0,117
4,135,11,2.4657359999764594,0.9973579999495996,0,0,1
5,135,11,32.11641399957443,30.925095000384317,0,0,1
6,135,11,913.2279390387339,799.7202340375225,0,0,118
4,136,11,1.8288699993718183,0.9096180001506582,0,0,1
5,136,11,30.470726999737963,29.356885000197508,0,0,1
6,136,11,466.82088496800134,403.4737119691272,0,0,119
4,137,11,2.7994579995720414,1.0507900005904958,0,0,1
5,137,11,35.2821930009668,34.12846300034289,0,0,1
6,137,11,695.759126007033,645.8814690113286,0,0,122
4,138,11,1.9810220001090784,1.0236929992970545,0,0,1
5,138,11,36.129382000581245,35.68587200061302,0,0,1
6,138,11,556.6613610071727,485.47664300622273,0,0,122
4,139,11,2.7790369995273068,1.5579400005663047,0,0,1
5,139,11,36.934988999746565,35.18688999974984,0,0,1
6,139,11,581.2054080042799,518.8071860011405,0,0,122
4,140,11,2.0558160003929515,0.9949779996532016,0,0,1
5,140,11,33.08238999943569,31.86914500020066,0,0,1
6,140,11,591.7005960145616,521.9242500088512,0,0,122
4,141,11,1.995066999370465,0.9234249992005061,0,0,1
5,141,11,30.48469399982423,29.369087999839394,0,0,1
6,141,11,453.97042299646273,407.1275769983913,0,0,124
4,142,11,1.98168600036297,1.05953300044348,0,0,1
5,142,11,32.24842299914599,30.77960299924598,0,0,1
6,142,11,483.40086402822635,415.7916210278927,0,0,125
4,143,11,2.135335999810195,1.0211630005869665,0,0,1
6,143,11,549.5216240042282,474.29914500025916,0,0,126
4,144,11,1.8886529996962054,0.9033010001076036,0,0,1
5,144,11,31.118749000597745,30.040749999898253,0,0,2
6,144,11,628.1912109770929,562.6208269704875,0,0,128
4,145,11,1.8534629998612218,0.8628940004200558,0,0,1
5,145,11,28.43933299936907,27.241161999882024,0,0,2
6,145,11,436.5702850100206,382.28052701379056,0,0,128
4,146,11,2.595639999526611,1.1891009999089874,0,0,1
5,146,11,36.62438799983647,34.790476000125636,0,0,2
6,146,11,645.9535939684429,550.444779962163,0,0,128
4,147,11,2.366126000197255,1.1685839999699965,0,0,1
5,147,11,44.486421000328846,42.75777199927688,0,0,2
6,147,11,579.0239339739855,484.1059949785631,0,0,130
4,148,11,3.052117999686743,1.2405919997036108,0,0,1
5,148,11,42.093027000191796,40.54187200017623,0,0,2
6,148,11,504.8091319786181,452.1184599789194,0,0,132
4,149,11,1.9425780001256499,0.925764000385243,0,0,1
5,149,11,31.973249999282416,30.83796999999322,0,0,2
6,149,11,589.4831209898257,514.1180169885047,0,0,132
4,150,11,1.9537980006134603,0.9469450005781255,0,0,1
5,150,11,35.27176700026757,34.04479300024832,0,0,2
6,150,11,570.7346639692332,505.0059399691236,0,0,133
4,151,11,3.5714870000447263,1.1190140003236593,0,0,1
5,151,11,39.087532999474206,37.84810199977073,0,0,2
6,151,11,602.3744340063786,540.3129220030678,0,0,133
4,152,11,2.2125840005173814,0.946666999880108,0,0,1
5,152,11,33.36916000171186,32.17680000125256,0,0,2
6,152,11,574.4709309801692,516.7423349812452,0,0,134
4,153,11,2.3490050007239915,1.0609680002744426,0,0,1
5,153,11,49.45935199975793,48.16314300023805,0,0,2
6,153,11,469.97720100080187,409.7974120040817,0,0,134
4,154,11,3.951832999518956,1.0356410002714256,0,0,1
5,154,11,47.49628700028552,42.942836999827705,0,0,2
6,154,11,984.659515966996,791.2880029616645,0,0,134
4,155,11,2.087101000142866,1.0047539999504806,0,0,1
5,155,11,38.14622600020812,36.39078600008361,0,0,2
6,155,11,453.2813989726492,400.47596697695553,0,0,135
4,156,11,1.861510000708222,0.9213530001943582,0,0,1
5,156,11,31.56073700029083,31.17329500037158,0,0,2
6,156,11,416.0341750102816,360.4925870122315,0,0,135
4,157,11,2.1954760004518903,1.128223000705475,0,0,1
5,157,11,45.37578300005407,44.12832599882677,0,0,2
6,157,11,543.867835996025,467.5588340032846,0,0,136
4,158,11,1.8518239994591568,0.8928280003601685,0,0,1
5,158,11,30.92252599890344,29.729677999057458,0,0,2
6,158,11,2289.8088160118277,2195.48313701398,0,0,138
4,159,11,2.601213000161806,1.3507200001185993,0,0,1
5,159,11,58.77627200061397,56.32792899996275,0,0,2
6,159,11,751.5167199981079,671.4051219996691,0,0,138
4,160,11,2.5720710000314284,0.9481349998168298,0,0,1
5,160,11,55.70062000060716,54.45551800039539,0,0,2
6,160,11,711.1895729785829,622.0907419792638,0,0,139
4,161,11,2.149360000657907,1.8979000005856506,0,0,1
5,161,11,32.461974000398186,30.93997800078796,0,0,2
6,161,11,561.1288820136906,496.60621800921945,0,0,139
4,162,11,1.7753899992385413,0.8598069998697611,0,0,1
5,162,11,31.856479000452964,30.757667999750993,0,0,2
6,162,11,492.8483180265175,478.0541250211172,0,0,140
4,163,11,11.542185000507743,1.3308369998412672,0,0,1
5,163,11,249.45670400029485,244.07582799994998,0,0,2
6,163,11,561.4144559949636,507.36720800159674,0,0,144
4,164,11,1.793133000319358,0.9228590006387094,0,0,1
