File,Iteration,Max_columns,Duration_w_all_Columns,Duration_w_max_columns,Num_op_w_all_columns,Num_op_w_max_columns
6,2,11,1.241232000211312,1.4905520001775585,0,0
6,17,11,0.6009360004100017,0.6758769995940384,0,0
6,32,11,0.5911680000281194,0.5430340006569168,0,0
6,33,11,0.731492999875627,0.6852440001239302,0,0
6,34,11,0.7190170008470886,0.8280679994641105,0,0
6,37,11,0.6443379998017917,0.55897400034155,0,0
6,38,11,0.7499749999624328,0.6830049997006427,0,0
6,43,11,0.7403650006381213,0.6590540006072843,0,0
6,45,11,0.6261080006879638,0.569099999665923,0,0
6,48,11,0.6495170000562211,0.5762720002167043,0,0
6,51,11,0.5821849999847473,0.5979799998385715,0,0
6,61,11,0.6261549997361726,0.5136670006322674,0,0
6,63,11,0.5984050003462471,0.5632120000882423,0,0
6,69,11,0.62423100007436,0.5818930003442802,0,0
6,70,11,0.6336020005619503,0.5316950000633369,0,0
6,72,11,0.590087999626121,0.5660409997290117,0,0
6,82,11,0.5795560000478872,0.5384690002756543,0,0
6,85,11,0.7388060002995189,0.6648720000157482,0,0
6,88,11,0.7518809998146025,0.6963620007809368,0,0
6,92,11,0.5737399997087778,1.4759539999431581,0,0
6,94,11,0.6339409992506262,0.4983789995094412,0,0
6,96,11,0.6381060002240702,0.566808000257879,0,0
6,98,11,0.5573440002990537,0.5269470002531307,0,0
6,99,11,0.5594129997916752,0.5266210000627325,0,0
6,101,11,0.5550900004891446,0.5230220003795694,0,0
6,103,11,0.5456079998111818,0.5179720001251553,0,0
6,105,11,0.5491790006999508,0.550574999579112,0,0
6,106,11,0.5679010000676499,0.5234059999565943,0,0
6,107,11,0.5796630002805614,0.5436289993667742,0,0
6,108,11,0.5793990003439831,0.520939999660186,0,0
6,112,11,0.5850229999850853,0.6528190006065415,0,0
6,113,11,0.5693250004696893,0.5155879998710589,0,0
6,117,11,0.6401040000127978,0.5294780003168853,0,0
6,121,11,0.5598090001512901,0.5381720002333168,0,0
6,122,11,0.5948190000708564,0.6115369997132802,0,0
6,123,11,0.8231570000134525,0.7287539992830716,0,0
6,124,11,0.6819919999543345,0.542910000149277,0,0
6,125,11,1.0137230001419084,0.9367189995828085,0,0
6,129,11,0.7145800000216695,0.503248999848438,0,0
6,131,11,0.6278310002016951,0.5105549998916104,0,0
6,133,11,0.5717929998354521,0.5312230005074525,0,0
6,135,11,0.6599739999728627,0.6151940006020595,0,0
6,136,11,0.6949139997232123,0.6378369998856215,0,0
6,138,11,0.5799360005767085,0.6393800003934302,0,0
6,143,11,0.6026290002409951,0.5250780004644184,0,0
6,144,11,0.68533700050466,0.5400250001912354,0,0
6,147,11,0.7516430005125585,0.6089290000090841,0,0
6,153,11,0.5570229996010312,0.5200389996389276,0,0
6,155,11,1.6277479999189381,1.716288000352506,0,0
6,158,11,1.564647999657609,2.489536000211956,0,0
6,163,11,1.0895389996221638,1.0082710005008266,0,0
6,174,11,0.8266770000773249,0.8584220004195231,0,0
6,176,11,0.7233309997900506,0.6626559998039738,0,0
6,177,11,0.8944000001065433,0.8333910000146716,0,0
6,179,11,0.6957290006539552,0.6340279996948084,0,0
6,180,11,0.7875800001784228,0.6632949998675031,0,0
6,190,11,0.7623399997100933,0.7083119999151677,0,0
6,195,11,0.8403779993386706,0.7880410003053839,0,0
6,199,11,0.7185309996202704,0.6775719994038809,0,0
6,202,11,0.7640249996256898,0.6843120008852566,0,0
6,210,11,1.6630759992040112,1.5687819995946484,0,0
6,214,11,1.0541259998717578,0.904992999494425,0,0
6,215,11,0.995493999653263,0.8241420000558719,0,0
