File,Iteration,Max_columns,Duration_w_all_Columns,Duration_w_max_columns,Num_op_w_all_columns,Num_op_w_max_columns,Round,Rows-Column
3,36,5,1.0909979991993168,84.38057000057597,0,0,7,58
3,169,5,0.6575629995495547,0.5630300001939759,0,0,7,58
3,216,5,0.6128910008555977,0.5558809989452129,0,0,7,58
3,36,5,13.462456001434475,2.7933450001000892,0,0,8,60
3,62,5,15.25332100027299,7.624472000316018,0,0,8,60
3,111,5,10.014659999797004,0.7626599999639438,0,0,8,60
3,116,5,2.1964049992675427,2.1111410005687503,0,0,8,60
3,148,5,1.4868510006635915,1.8256539988215081,0,0,8,60
3,175,5,45.45387000143819,17.38832699993509,0,0,8,60
3,217,5,5.382077999456669,0.8011310001165839,0,0,8,60
3,221,5,6.679395999526605,0.8579079985793214,0,0,8,60
3,225,5,1.0523059991101036,25.602195999454125,0,0,8,60
4,38,5,1.6660860001138644,0.8644389999972191,0,0,9,66
3,183,5,0.9186560000671307,0.796304000687087,0,0,9,66
4,3,6,1.3711400006286567,0.768698999308981,0,0,10,70
3,6,6,0.9862679999059765,0.8642480006528785,0,0,10,70
4,16,6,1.3867280013073469,0.785624000855023,0,0,10,70
4,22,6,1.4254450015869224,0.8381679999729386,0,0,10,70
4,23,6,1.3520880002033664,0.7267660002980847,0,0,10,70
3,26,6,0.9493420002399944,0.8640870000817813,0,0,10,70
3,28,6,0.97921300039161,0.9409930007677758,0,0,10,70
4,33,6,1.360754000415909,0.7301880013983464,0,0,10,70
3,36,6,0.9514180001133354,0.8700550006324193,0,0,10,70
3,42,6,1.0162200014747214,0.8859209992806427,0,0,10,70
4,45,6,1.3251790005597286,0.7971470004122239,0,0,10,70
4,54,6,21.399995999672683,0.8299569999508094,0,0,10,70
3,59,6,1.2866550005128374,1.0846179993677652,0,0,10,70
3,67,6,1.9697070001711836,1.4151680006762035,0,0,10,70
4,72,6,8.492291999573354,0.8061289991019294,0,0,10,70
4,75,6,9.058771000127308,39.90165100003651,0,0,10,70
3,75,6,1.140732998464955,66.06043600004341,0,0,10,70
4,76,6,1.8247289990540594,82.73142200050643,0,0,10,70
4,77,6,59.97644400122226,21.35309799996321,0,0,10,70
4,80,6,2.502105000530719,1.201469000079669,0,0,10,70
3,84,6,44.16777699952945,23.160745000495808,0,0,10,70
4,85,6,52.09499800002959,0.872599001013441,0,0,10,70
3,90,6,13.986828998895362,5.078600001070299,0,0,10,70
4,95,6,17.552452000018093,132.65157800015004,0,0,10,70
3,100,6,1.2717490008071763,1.0924630005320068,0,0,10,70
3,101,6,1.206808999995701,1.1465069983387366,0,0,10,70
4,109,6,1.324169999861624,0.6687349996354897,0,0,10,70
3,114,6,0.9576840002409881,0.8458850006718421,0,0,10,70
3,115,6,0.9427240001969039,0.9331559995189309,0,0,10,70
3,119,6,1.3687919999938458,1.2883190011052648,0,0,10,70
3,123,6,1.3439359991025412,1.1867290013469756,0,0,10,70
4,125,6,1.5441149989783298,0.9006519994727569,0,0,10,70
3,128,6,1.5070090012159199,4.801736000445089,0,0,10,70
4,130,6,2.2616880014538765,0.9610540000721812,0,0,10,70
3,132,6,1.0403010001027724,0.9446389994991478,0,0,10,70
3,134,6,1.5456450000783661,1.3404090004769387,0,0,10,70
4,135,6,47.824404999119,1.1843410011351807,0,0,10,70
3,139,6,29.422030000205268,1.3264239987620385,0,0,10,70
3,141,6,0.870277999638347,10.511511000004248,0,0,10,70
3,142,6,1.1246840003877878,9.843429001193726,0,0,10,70
4,146,6,39.177485999971395,0.9002099995996105,0,0,10,70
3,147,6,1.3641700006701285,1.1225550006201956,0,0,10,70
4,148,6,55.14234200018109,87.20084000015049,0,0,10,70
3,149,6,1.3595720010926016,1.2882219998573419,0,0,10,70
4,151,6,2.6428359997225925,1.0226619997411035,0,0,10,70
3,157,6,30.30745500109333,1.007754000966088,0,0,10,70
4,160,6,23.450757000318845,1.2840109993703663,0,0,10,70
4,162,6,1.408177999110194,16.441825000583776,0,0,10,70
3,162,6,16.479302999869105,0.9733839997352334,0,0,10,70
4,164,6,17.586099998879945,0.833838001199183,0,0,10,70
3,168,6,1.1150720001751324,0.9493699999438832,0,0,10,70
4,169,6,5.06973499977903,1.6893590000108816,0,0,10,70
4,174,6,7.843200999559485,1.0243960005027475,0,0,10,70
3,174,6,1.3690569994651014,11.566586999833817,0,0,10,70
4,181,6,70.38771899897256,0.866332999066799,0,0,10,70
3,188,6,1.3636479998240247,1.561261000460945,0,0,10,70
3,189,6,2.983050999318948,2.7323659996909555,0,0,10,70
3,192,6,1.1023119986930396,1.1912200006918283,0,0,10,70
3,193,6,1.4098849987931317,1.4240460004657507,0,0,10,70
4,198,6,1.7842750003183028,0.9500019987171981,0,0,10,70
3,199,6,1.0558350004430395,0.9613479996914975,0,0,10,70
3,204,6,1.1868370002048323,1.0420480011816835,0,0,10,70
4,207,6,1.4208659995347261,0.8017210002435604,0,0,10,70
3,214,6,0.9873550006886944,0.9066999991773628,0,0,10,70
4,217,6,1.2898260010842932,0.7936170004541054,0,0,10,70
4,222,6,1.3877259989385493,0.7684550000703894,0,0,10,70
3,222,6,1.000181000563316,0.8973639996838756,0,0,10,70
3,249,6,1.2766410000040196,1.2008659996354254,0,0,10,70
3,2,6,0.9449159988434985,0.8627970000816276,0,0,11,72
3,10,6,0.8283229999506148,0.725591000446002,0,0,11,72
3,12,6,0.8937629991123686,0.723856999684358,0,0,11,72
3,13,6,0.8355200006917585,0.7712099995842436,0,0,11,72
3,18,6,0.7908549996500369,0.7738290005363524,0,0,11,72
4,22,6,1.0859659996640403,0.612323001405457,0,0,11,72
4,30,6,1.0761630001070444,0.6622180007980205,0,0,11,72
3,33,6,0.7728279997536447,0.713807001375244,0,0,11,72
3,36,6,0.7706910000706557,0.7120209993445314,0,0,11,72
3,43,6,0.8097679983620765,0.7114700001693564,0,0,11,72
3,44,6,0.8200930005841656,0.7329000000027008,0,0,11,72
3,46,6,0.7636099999217549,0.7137669999792706,0,0,11,72
3,49,6,0.7730220004305011,0.711958000465529,0,0,11,72
3,50,6,0.795848998677684,0.7236089986690786,0,0,11,72
3,53,6,4.813801999262068,2.250610999908531,0,0,11,72
4,57,6,12.818324999898323,0.8835309999994934,0,0,11,72
3,57,6,9.559320000334992,0.9218290015269304,0,0,11,72
3,61,6,1.4756470009160694,1.3956229995528702,0,0,11,72
4,69,6,3.311352000309853,2.9282329996931367,0,0,11,72
4,71,6,1.995523998630233,1.1517689999891445,0,0,11,72
3,76,6,12.853791999077657,11.99382000049809,0,0,11,72
4,78,6,74.58374800080492,2.6973900003213203,0,0,11,72
3,83,6,1.3297900004545227,1.290542000788264,0,0,11,72
3,85,6,1.14084999950137,0.9489320000284351,0,0,11,72
3,97,6,1.3197160005802289,1.4365360002557281,0,0,11,72
4,100,6,7.4065539993171114,1.9905030003428692,0,0,11,72
3,102,6,3.954953999709687,1.46041699917987,0,0,11,72
4,103,6,1.8092320005962392,0.8660879993840354,0,0,11,72
3,104,6,5.530104999706964,2.018011999098235,0,0,11,72
4,106,6,1.4632399997935863,0.825090999569511,0,0,11,72
4,119,6,1.6568430000916123,0.9340060005342821,0,0,11,72
4,131,6,19.968560000052094,0.8274419997178484,0,0,11,72
3,131,6,1.1628140000539133,9.018613000080222,0,0,11,72
3,140,6,158.900148999237,52.173248999679345,0,0,11,72
3,148,6,1.4656069997727172,1.1882470007549273,0,0,11,72
4,153,6,5.282772999635199,67.18783499854908,0,0,11,72
