File,Iteration,Max_columns,Duration_w_all_Columns,Duration_w_max_columns,Num_op_w_all_columns,Num_op_w_max_columns,Round,Rows-Column
4,7,6,1.0418859999390406,2.225820999910866,0,0,10,70
3,7,6,1.0803239999859215,0.9980099998756486,0,0,10,70
4,38,6,0.8639430000130233,1.5380780000668892,0,0,10,70
3,38,6,0.8871500001532695,0.8123099999011174,0,0,10,70
4,43,6,0.8619539999017434,1.5436920000411192,0,0,10,70
3,43,6,0.916445000029853,0.8500429999003245,0,0,10,70
4,152,6,0.9049489999597427,1.6078649998689798,0,0,10,70
3,152,6,0.9024299999964569,0.9088239999073267,0,0,10,70
4,12,6,5.322539999951914,1.6627580000658782,0,0,11,72
3,12,6,36.052044000143724,1.377101000116454,0,0,11,72
4,113,6,1.3125850000506034,2.2440380000716686,0,0,11,72
3,113,6,25.50173600002381,7.121573999938846,0,0,11,72
4,143,6,0.7037870000203839,1.2714520000827179,0,0,11,72
3,143,6,0.7337320000715408,0.668405999931565,0,0,11,72
4,1,7,1.3955070000974956,130.7259850000264,0,0,12,78
3,1,7,1.3229559999672347,26.545008000084636,0,0,12,78
4,4,7,1.9714559998647019,2.370619999965129,0,0,12,78
3,4,7,1.1662070000966196,1.1152669999319187,0,0,12,78
4,6,7,1.452072999882148,2.585293000038291,0,0,12,78
3,6,7,3.979310999966401,1.3988270000027114,0,0,12,78
4,7,7,70.11440099995525,5.146943999989162,0,0,12,78
3,7,7,2.7103239999632933,2.45211600008588,0,0,12,78
4,8,7,1.8283490001067548,2.937092000138364,0,0,12,78
3,8,7,31.092647999912515,1.7275779998726648,0,0,12,78
4,9,7,1.5576920000057726,3.0963649999193876,0,0,12,78
3,9,7,1.82752899991101,1.7054170000392332,0,0,12,78
4,25,7,1.4138950000415207,162.96480100004374,0,0,12,78
3,25,7,1.0390649999862944,14.364090000071883,0,0,12,78
4,27,7,1.248308999947767,5.056338000031246,0,0,12,78
3,27,7,15.254956999797287,1.23173199995108,0,0,12,78
4,35,7,1.2183329999970738,1.9941450000260375,0,0,12,78
3,35,7,1.1147709999477229,1.0456950001298537,0,0,12,78
4,39,7,1.053605000151947,6.96218999996745,0,0,12,78
3,39,7,1.0687540000162699,0.9733679999044398,0,0,12,78
4,40,7,3.0282150000857655,3.309320999960619,0,0,12,78
3,40,7,1.6449390000161657,1.3096489999497862,0,0,12,78
4,44,7,1.3691649999145739,12.71997799995006,0,0,12,78
3,44,7,1.3592779998816695,1.0625970001001406,0,0,12,78
4,50,7,16.737872000021525,2.127171000211092,0,0,12,78
3,50,7,30.4065590000846,19.43867099998897,0,0,12,78
4,52,7,14.704015999996045,7.5491339998734475,0,0,12,78
3,52,7,6.5877879999334255,0.9029459999965184,0,0,12,78
4,53,7,12.406692000013209,2.2324429999116546,0,0,12,78
3,53,7,1.2121730001126707,30.38207200006582,0,0,12,78
4,59,7,2.741602000014609,4.281187999822578,0,0,12,78
3,59,7,1.7692009998881986,1.419317999989289,0,0,12,78
4,65,7,1.4830150000761932,2.3006720000466885,0,0,12,78
3,65,7,1.5851519999614538,0.9390769998844917,0,0,12,78
4,66,7,3.0041029999665625,5.048800999929881,0,0,12,78
3,66,7,1.6944500000590779,1.599614000042493,0,0,12,78
4,84,7,0.7999279998784914,1.6715579999981856,0,0,12,78
3,84,7,1.4433940000344592,2.60720999995101,0,0,12,78
4,86,7,1.1054379999677622,1.9881109999460023,0,0,12,78
3,86,7,1.3160650000827445,1.1879940000198985,0,0,12,78
4,88,7,1.7519699999866134,2.397697999867887,0,0,12,78
3,88,7,1.5199979998214985,2.5326850000055856,0,0,12,78
4,93,7,1.9836649998978828,3.4260279999216436,0,0,12,78
3,93,7,2.3074929999893357,1.5657910000754782,0,0,12,78
4,95,7,1.3739640000949294,2.329670999870359,0,0,12,78
3,95,7,1.3514830000076472,1.224028000024191,0,0,12,78
4,97,7,1.281318000110332,2.4042930001542118,0,0,12,78
3,97,7,1.4750380000805308,1.2451370000690076,0,0,12,78
4,113,7,0.7954180000524502,1.326476999793158,0,0,12,78
3,113,7,0.7878440001150011,0.7314619999760907,0,0,12,78
4,115,7,0.7818730000508367,1.3642660001096374,0,0,12,78
3,115,7,0.792178999972748,0.7308220001505106,0,0,12,78
4,118,7,0.7618580000325892,1.4669010001853167,0,0,12,78
3,118,7,0.8154199999808043,0.7488809999358637,0,0,12,78
4,120,7,0.8013969998046377,1.582683000151519,0,0,12,78
3,120,7,0.7939899999200861,0.7327400001031492,0,0,12,78
4,127,7,0.7504110001264053,1.367439999967246,0,0,12,78
3,127,7,0.8277080000880233,0.7493179998618871,0,0,12,78
4,131,7,0.7901670001047023,1.3681380000889476,0,0,12,78
3,131,7,0.7917990001260478,0.7363689999237977,0,0,12,78
4,134,7,0.9476529999119521,1.6790959998616017,0,0,12,78
3,134,7,1.063895000015691,0.9960609997961001,0,0,12,78
4,135,7,0.8990989999801968,1.8292470001597394,0,0,12,78
3,135,7,0.8611759999439528,0.7528819999151892,0,0,12,78
4,137,7,0.7211229999484203,1.2758560001202568,0,0,12,78
3,137,7,0.8084670000698679,0.7653309999113844,0,0,12,78
4,139,7,0.7636469999852125,1.379367000026832,0,0,12,78
3,139,7,0.8584940001128416,0.7944599999518687,0,0,12,78
4,142,7,0.7874739999351732,1.6017440000268834,0,0,12,78
3,142,7,0.8076069998423918,0.7460940000783012,0,0,12,78
4,146,7,0.8193710000341525,1.610257000038473,0,0,12,78
3,146,7,0.8481439999741269,0.7668359999115637,0,0,12,78
4,152,7,0.7853849999719387,1.360392000151478,0,0,12,78
3,152,7,0.8119450001231598,0.8666740000080608,0,0,12,78
4,158,7,0.7844799999929819,1.3555010000345646,0,0,12,78
3,158,7,0.7907579999937298,0.7286069999281608,0,0,12,78
4,161,7,0.7734299999810901,1.3143659998604562,0,0,12,78
3,161,7,0.7930320000468782,0.7334990000344987,0,0,12,78
4,165,7,0.8071400000062567,1.4137379998828692,0,0,12,78
3,165,7,0.8357489998616074,0.7506869999360788,0,0,12,78
4,171,7,2.5288709998676495,4.274898999938159,0,0,12,78
3,171,7,1.4238100000056875,1.0896379999394412,0,0,12,78
4,176,7,0.923064000062368,1.437992999854032,0,0,12,78
3,176,7,1.2328350001098443,0.9935739999491489,0,0,12,78
4,192,7,0.7917839998299314,1.3516480000816955,0,0,12,78
3,192,7,0.7944299998143833,0.7337160000133736,0,0,12,78
4,197,7,0.7864689998768881,1.3686560000678583,0,0,12,78
3,197,7,0.814343000001827,0.7795540000188339,0,0,12,78
4,5,7,1.4415489999919373,2.6613810000526428,0,0,13,82
3,5,7,1.299302000006719,1.2050640000325075,0,0,13,82
4,9,7,0.8901300000161427,1.4604030000100465,0,0,13,82
3,9,7,0.8806139999251172,0.833604000035848,0,0,13,82
4,11,7,0.8226029999605089,1.4185009999891918,0,0,13,82
3,11,7,1.2203539999973145,1.4477949998763506,0,0,13,82
4,23,7,0.8740539999507746,1.6417070000898093,0,0,13,82
3,23,7,0.8848740001212718,0.8060200000272744,0,0,13,82
4,24,7,0.8992509999643516,1.6974979998849449,0,0,13,82
3,24,7,0.9036450001076446,0.8473650000269117,0,0,13,82
4,25,7,0.9062650001396833,1.51679000009608,0,0,13,82
3,25,7,0.8806109999568434,0.7919569998193765,0,0,13,82
4,27,7,0.8941769999637472,1.5907689999039576,0,0,13,82
3,27,7,0.9034159998009272,0.8155650000389869,0,0,13,82
4,31,7,0.8856510000896378,1.6690780000772065,0,0,13,82
3,31,7,0.8977689999483118,0.801119000016115,0,0,13,82
4,35,7,0.8823680000205059,1.6535380000277655,0,0,13,82
3,35,7,0.9111709998705919,0.8610300001237192,0,0,13,82
4,38,7,0.941372999932355,1.6117109998958767,0,0,13,82
3,38,7,0.9688739999091922,0.8571549999487615,0,0,13,82
4,42,7,0.9583220000877191,1.7619319999084837,0,0,13,82
3,42,7,0.944990000107282,0.8824040000945388,0,0,13,82
4,52,7,0.880648000020301,1.7601019999347045,0,0,13,82
3,52,7,0.93987900004322,0.8357310000519647,0,0,13,82
4,56,7,0.8746420000989019,1.7386320000696287,0,0,13,82
3,56,7,0.9338600000319275,0.8551869998427719,0,0,13,82
4,58,7,0.8416650000526715,1.8107240000517777,0,0,13,82
3,58,7,0.8714519999557524,0.8591560001605103,0,0,13,82
4,68,7,0.8752900000672525,1.70055999979013,0,0,13,82
3,68,7,0.910812000029182,0.8805219999885594,0,0,13,82
4,69,7,0.9719060001316393,1.835495000023002,0,0,13,82
3,69,7,0.9721369999624585,0.9091649999390938,0,0,13,82
4,73,7,0.8817890000045736,1.806858000009015,0,0,13,82
3,73,7,0.9799990000374237,0.8304549999138544,0,0,13,82
4,74,7,0.917450000088138,1.7470280001816718,0,0,13,82
3,74,7,0.9337400001641072,0.8387850000417529,0,0,13,82
4,85,7,0.9404459999586834,1.5541359998678672,0,0,13,82
3,85,7,0.8832890000576299,0.8310980001624557,0,0,13,82
4,88,7,0.8579120001286356,1.5700740000283986,0,0,13,82
3,88,7,0.9192569998504041,0.8698110000295856,0,0,13,82
4,91,7,0.892351999937091,1.721963000136384,0,0,13,82
3,91,7,0.9117829999922833,0.785783000083029,0,0,13,82
4,95,7,0.8847569999943516,1.6534710000541963,0,0,13,82
3,95,7,0.8902469999156892,0.8736230001886724,0,0,13,82
4,96,7,2.4578610000389745,3.5396610001043882,0,0,13,82
3,96,7,1.9093989999419136,2.417682999976023,0,0,13,82
4,98,7,1.1041870000099152,16.215936999969927,0,0,13,82
3,98,7,1.327094000089346,5.226104000030318,0,0,13,82
4,105,7,3.1782980001935357,5.922199999986333,0,0,13,82
3,105,7,2.3008480000044074,5.6524710000758205,0,0,13,82
4,107,7,1.156099000127142,1.95815400002175,0,0,13,82
3,107,7,1.2424249998730375,1.2809080001261464,0,0,13,82
4,109,7,5.875568999954339,2.1402340000804543,0,0,13,82
3,109,7,31.192415000077744,1.1220169999432983,0,0,13,82
4,113,7,70.30605399995693,36.82016199991267,0,0,13,82
3,113,7,2.6860520001719124,18.060973000046943,0,0,13,82
4,114,7,66.36129000003166,2.419946999907552,0,0,13,82
3,114,7,21.169730000110576,1.3300169998728961,0,0,13,82
4,115,7,1.5230869998958951,62.17402600009336,0,0,13,82
3,115,7,14.884521999874778,38.98205799987409,0,0,13,82
4,116,7,17.686271000002307,2.4467349999213184,0,0,13,82
3,116,7,33.88327500010746,2.3776919999818347,0,0,13,82
4,121,7,1.0998449999988225,24.83496600007129,0,0,13,82
3,121,7,36.013743000012255,1.2340739999672223,0,0,13,82
4,123,7,1.2312310000197613,2.131304000158707,0,0,13,82
